id,novelId,chapterOrder,text,category,source,createdAt
cmr274qxf04shv16zzqvcjpt9,cmr23pgks000fv16zpwg1ms38,6,阿条最后发送“明天见”并已读，阿力未回复,completed,auto,2026-07-01T14:54:04.370+00:00
cmr27a1j504uvv16zv80frud4,cmr23pgks000fv16zpwg1ms38,7,第7章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-01T14:58:11.392+00:00
cmr27a1j604uwv16zi8x2oaph,cmr23pgks000fv16zpwg1ms38,7,第7章已完成：为感情裂缝埋下伏笔，让读者感受到甜蜜之下涌动的猜疑,completed,auto,2026-07-01T14:58:11.392+00:00
cmr27a1j604uxv16zi8gvhdt0,cmr23pgks000fv16zpwg1ms38,7,第7章已完成：推进“心照不宣的共谋”关系出现首次不和谐音,completed,auto,2026-07-01T14:58:11.392+00:00
cmr27a1j604uyv16z6macbbx6,cmr23pgks000fv16zpwg1ms38,7,第7章已完成：垫定团建距离策略，让下一章的冷战顺理成章,completed,auto,2026-07-01T14:58:11.392+00:00
cmr27cojt04vyv16z2k2y8dvo,cmr23pgks000fv16zpwg1ms38,7,阿条邀请技术部同事李响共进午餐，缺席食堂,completed,auto,2026-07-01T15:00:14.536+00:00
cmr27cojt04vzv16zc3s3bndo,cmr23pgks000fv16zpwg1ms38,7,小菲在会议和茶歇时对阿力主动关怀，送水并称赞手链,completed,auto,2026-07-01T15:00:14.536+00:00
cmr27cojt04w0v16zqz0h2iph,cmr23pgks000fv16zpwg1ms38,7,王总因数据口径问题在会上点名批评阿力,completed,auto,2026-07-01T15:00:14.536+00:00
cmr27cojt04w1v16z6qty2yh3,cmr23pgks000fv16zpwg1ms38,7,阿力在电梯中发送“今天稳”给阿条，阿条未回复,completed,auto,2026-07-01T15:00:14.536+00:00
cmr27coju04w2v16z73r6l4mx,cmr23pgks000fv16zpwg1ms38,7,阿条决定周末团建期间全程与阿力保持距离,state_changed,auto,2026-07-01T15:00:14.536+00:00
cmr27coju04w3v16zyh4p81ja,cmr23pgks000fv16zpwg1ms38,7,陈默发消息约阿条回杭州老同事聚会，阿条回复“看时间”,completed,auto,2026-07-01T15:00:14.536+00:00
cmr27yo1104yiv16z8gjl0itv,cmr23pgks000fv16zpwg1ms38,8,阿力与小菲完成双人三足闯关，阿力在小菲险些绊倒时扶住其腰部。,completed,auto,2026-07-01T15:17:20.292+00:00
cmr27yo1104yjv16z3keyanda,cmr23pgks000fv16zpwg1ms38,8,攀岩时阿力在第九米处转头看向休息区的阿条，完成短暂对视。,completed,auto,2026-07-01T15:17:20.292+00:00
cmr27yo1104ykv16z6iobk7gd,cmr23pgks000fv16zpwg1ms38,8,陈默发微信约阿条下周六在湖滨烤肉店聚餐。,revealed,auto,2026-07-01T15:17:20.292+00:00
cmr281ygj0501v16zeqb0k752,cmr23pgks000fv16zpwg1ms38,9,第9章已完成：阿条 goal changed,completed,auto,2026-07-01T15:19:53.779+00:00
cmr281ygj0502v16z3i6evfn1,cmr23pgks000fv16zpwg1ms38,9,第9章已完成：plot/ending_missing,completed,auto,2026-07-01T15:19:53.779+00:00
cmr281ygj0503v16z94rfug98,cmr23pgks000fv16zpwg1ms38,9,第9章已完成：李晴的半开玩笑询问让阿条心跳漏拍，同事怀疑已经浮上水面,completed,auto,2026-07-01T15:19:53.779+00:00
cmr281ygj0504v16zup9crind,cmr23pgks000fv16zpwg1ms38,9,第9章已完成：阿条借递文件主动试探，却遭遇阿力头也不抬的冷淡回应,completed,auto,2026-07-01T15:19:53.779+00:00
cmr284zw30518v16zqyq1nk8t,cmr23pgks000fv16zpwg1ms38,9,陈默确认下周六晚七点在湖滨烤肉店组织聚会,completed,auto,2026-07-01T15:22:15.602+00:00
cmr284zw30519v16zcp8qmbqs,cmr23pgks000fv16zpwg1ms38,9,阿力在工区当众拒绝了阿条递出的蓝色文件夹,completed,auto,2026-07-01T15:22:15.602+00:00
cmr28an1y0537v16zz9iczdie,cmr23pgks000fv16zpwg1ms38,10,第10章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-01T15:26:38.902+00:00
cmr28an1y0538v16z1n6ip0nf,cmr23pgks000fv16zpwg1ms38,10,第10章已完成：通过阿力持续回避与明确拒绝私下邀约，累积被冷落的实感。,completed,auto,2026-07-01T15:26:38.902+00:00
cmr28an1y0539v16z9qjhjcbn,cmr23pgks000fv16zpwg1ms38,10,第10章已完成：让阿条从困惑转为不安，并推动她进入消极观察与猜疑萌芽状态。,completed,auto,2026-07-01T15:26:38.902+00:00
cmr28an1y053av16zsk8en5vs,cmr23pgks000fv16zpwg1ms38,10,第10章已完成：为后续对峙蓄能，在章节结尾留下关系真实性存疑的悬念。,completed,auto,2026-07-01T15:26:38.902+00:00
cmr28ct3f054cv16zz1ob2ow5,cmr23pgks000fv16zpwg1ms38,10,阿力以今晚加班为由拒绝阿条的私下邀约。,completed,auto,2026-07-01T15:28:20.043+00:00
cmr28ct3f054dv16zw144own7,cmr23pgks000fv16zpwg1ms38,10,阿条在团建照片中注意到小菲挡在阿力身侧。,revealed,auto,2026-07-01T15:28:20.043+00:00
cmr28ct3f054ev16zwmng4nrf,cmr23pgks000fv16zpwg1ms38,10,阿条在食堂等待阿力，但阿力全程无眼神接触或暗语回应。,completed,auto,2026-07-01T15:28:20.043+00:00
cmr28ct3f054fv16zloqcm0bt,cmr23pgks000fv16zpwg1ms38,10,阿条发送“你稳？”后，阿力已读未回。,completed,auto,2026-07-01T15:28:20.043+00:00
cmr28ct3f054gv16zg5vda172,cmr23pgks000fv16zpwg1ms38,10,周六调休通知下，阿条和阿力都填了“加班”。,completed,auto,2026-07-01T15:28:20.043+00:00
cmr28ct3f054hv16zngcghhna,cmr23pgks000fv16zpwg1ms38,10,阿条叫住阿力提议午餐，被以“赶周报”为由拒绝。,completed,auto,2026-07-01T15:28:20.043+00:00
cmr28ct3f054iv16zo4wlo946,cmr23pgks000fv16zpwg1ms38,10,阿条决定不再主动发消息，陷入消极观察。,state_changed,auto,2026-07-01T15:28:20.043+00:00
cmr28jh0j0577v16z3wwaef5l,cmr23pgks000fv16zpwg1ms38,1,第1章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-01T15:33:30.978+00:00
cmr28jh0j0578v16zwknudaza,cmr23pgks000fv16zpwg1ms38,1,第1章已完成：完成茶水间储物隔间的高危互动：阿力拉入、噤声、抚摸与未完成的吻。,completed,auto,2026-07-01T15:33:30.978+00:00
cmr28jh0k0579v16z9sjyqsik,cmr23pgks000fv16zpwg1ms38,1,第1章已完成：阿条的感知从被动沉溺转向主动挣脱，内心明确响起“我们不能这样”。,completed,auto,2026-07-01T15:33:30.978+00:00
cmr28jh0k057av16zwpq7vl0h,cmr23pgks000fv16zpwg1ms38,1,第1章已完成：小菲与李晴的逼近自然发生并消退，不使用巧合化解危机。,completed,auto,2026-07-01T15:33:30.978+00:00
cmr28jh0k057bv16z33txwa48,cmr23pgks000fv16zpwg1ms38,1,第1章已完成：阿条回到工位强装镇定，与阿力在同事面前继续表演陌生人。,completed,auto,2026-07-01T15:33:30.978+00:00
cmr28l0fu0582v16zmi0dvd2a,cmr23pgks000fv16zpwg1ms38,1,阿条左手腕常戴红绳银坠，紧张时会捻搓。,revealed,auto,2026-07-01T15:34:42.810+00:00
cmr28l0fu0583v16zs1bjyqht,cmr23pgks000fv16zpwg1ms38,1,阿力腕上常戴棕色皮绳手链，上有小银珠，思考时会捻转。,revealed,auto,2026-07-01T15:34:42.810+00:00
cmr28l0fv0584v16z52uml2fz,cmr23pgks000fv16zpwg1ms38,1,陈默离职前曾告诫阿条和阿力不要发展办公室恋情。,revealed,auto,2026-07-01T15:34:42.810+00:00
cmr28mpte059yv16znp6xr44i,cmr23pgks000fv16zpwg1ms38,1,阿力在茶水间储物隔间锁门并捂住阿条的嘴，防止她被同事发现。,completed,auto,2026-07-01T15:36:02.353+00:00
cmr28mpte059zv16zg136wzd2,cmr23pgks000fv16zpwg1ms38,1,阿条推开阿力并说出“我们不能这样”，阻止了一次亲吻。,state_changed,auto,2026-07-01T15:36:02.353+00:00
cmr28mpte05a0v16zsu7kw38a,cmr23pgks000fv16zpwg1ms38,1,阿力让阿条先回工位，自己两分钟后从茶水间出来。,completed,auto,2026-07-01T15:36:02.353+00:00
cmr28mptf05a1v16z43tahxw2,cmr23pgks000fv16zpwg1ms38,1,阿力在工位与小菲正常交谈，与阿条互不相识。,completed,auto,2026-07-01T15:36:02.353+00:00
cmr28mptf05a2v16zn04h4kci,cmr23pgks000fv16zpwg1ms38,1,阿力通过办公通讯给阿条发消息“你稳？”，阿条未回复。,completed,auto,2026-07-01T15:36:02.353+00:00
cmr30r3if0aknv16z1mqmpvti,cmr23pgks000fv16zpwg1ms38,11,第11章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T04:43:15.974+00:00
cmr30r3if0akov16zhpm4bhib,cmr23pgks000fv16zpwg1ms38,11,第11章已完成：阿条打破‘不再主动’约定，在加班结束后主动跟上阿力并向其质问。,completed,auto,2026-07-02T04:43:15.974+00:00
cmr30r3if0akpv16zql8eby52,cmr23pgks000fv16zpwg1ms38,11,第11章已完成：阿力以冷漠敷衍回应，使模糊的不安具体化为被冷落的感受。,completed,auto,2026-07-02T04:43:15.974+00:00
cmr30r3if0akqv16zguuwzmbk,cmr23pgks000fv16zpwg1ms38,11,第11章已完成：阿条赌气提前退出电梯，用背影传递抗议。,completed,auto,2026-07-02T04:43:15.974+00:00
cmr30r3if0akrv16zpv3ms65f,cmr23pgks000fv16zpwg1ms38,11,第11章已完成：失眠中将猜疑具体化，并萌生主动测试阿力的念头。,completed,auto,2026-07-02T04:43:15.974+00:00
cmr30u03l0alvv16z38964s8k,cmr23pgks000fv16zpwg1ms38,11,阿条向陈默确认参加周日晚上七点湖滨烤肉店聚会。,completed,auto,2026-07-02T04:45:31.521+00:00
cmr314mb30aoxv16z6cbyuwe5,cmr23pgks000fv16zpwg1ms38,12,王总分配八月下旬客户演示任务：阿力负责演示，小菲配合素材，阿条与李晴负责数据汇总下周一交初稿。,completed,auto,2026-07-02T04:53:46.862+00:00
cmr314mb30aoyv16zbxt2z2ug,cmr23pgks000fv16zpwg1ms38,12,陈默聚会共有七八人，包括老王、小周等，阿力被邀请但尚未回复。,revealed,auto,2026-07-02T04:53:46.862+00:00
cmr314mb30aozv16zjblo9zn0,cmr23pgks000fv16zpwg1ms38,12,阿条主动找到技术部小刘说笑，完成对阿力的公开测试。,completed,auto,2026-07-02T04:53:46.862+00:00
cmr314mb30ap0v16zj38odfox,cmr23pgks000fv16zpwg1ms38,12,阿力在目光相撞后移开视线，未做出任何特殊回应。,completed,auto,2026-07-02T04:53:46.862+00:00
cmr314mb30ap1v16zzyz7myxi,cmr23pgks000fv16zpwg1ms38,12,阿条在手机备忘录记录对阿力动机的分析，形成“他在隐瞒”的判断。,revealed,auto,2026-07-02T04:53:46.862+00:00
cmr31ahfc0arhv16zrfbmx63d,cmr23pgks000fv16zpwg1ms38,13,第13章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T04:58:20.471+00:00
cmr31ahfc0ariv16zjf9inlv7,cmr23pgks000fv16zpwg1ms38,13,第13章已完成：阿条从被动等待解释转为主动实施全面回避行动,completed,auto,2026-07-02T04:58:20.471+00:00
cmr31ahfc0arjv16zmnr64zpw,cmr23pgks000fv16zpwg1ms38,13,第13章已完成：同事对两人关系异常的私下议论被阿条清晰偷听，内容具体到可直接冲击阿条的侥幸心理,completed,auto,2026-07-02T04:58:20.471+00:00
cmr31ahfc0arkv16ze3c6ldgo,cmr23pgks000fv16zpwg1ms38,13,第13章已完成：阿条独处时，甜蜜回忆被恐慌压倒，产生关系即将暴露甚至破裂的悲观预感,completed,auto,2026-07-02T04:58:20.471+00:00
cmr31ctav0askv16zgp5ysfcd,cmr23pgks000fv16zpwg1ms38,13,阿条偷听到小菲和李晴议论阿力对某人特别冷淡,revealed,auto,2026-07-02T05:00:09.174+00:00
cmr31ctav0aslv16zhdkg6ad6,cmr23pgks000fv16zpwg1ms38,13,阿条决定采取主动回避行动：绕路、避开食堂、克制接触,state_changed,auto,2026-07-02T05:00:09.174+00:00
cmr31ctav0asmv16z928gz33w,cmr23pgks000fv16zpwg1ms38,13,阿条以“今晚加班”为由拒绝了阿力“有空吗”的见面邀请,completed,auto,2026-07-02T05:00:09.174+00:00
cmr31ctav0asnv16z0phbgz41,cmr23pgks000fv16zpwg1ms38,13,陈默发微信提醒周六七点烤肉店聚会，阿条未回复,revealed,auto,2026-07-02T05:00:09.174+00:00
cmr31ctav0asov16zkj4zx70h,cmr23pgks000fv16zpwg1ms38,13,阿力打破多日沉默，主动发消息问阿条是否空闲,revealed,auto,2026-07-02T05:00:09.174+00:00
cmr31m5rq0av6v16zisukfg14,cmr23pgks000fv16zpwg1ms38,14,阿条发送了第一条直接质问消息“你为什么躲我。”,completed,auto,2026-07-02T05:07:25.238+00:00
cmr31m5rq0av7v16zzu4343il,cmr23pgks000fv16zpwg1ms38,14,阿力回复“别多想，为大家好”后对阿条已读不回,completed,auto,2026-07-02T05:07:25.238+00:00
cmr31m5rq0av8v16zw4brmbe8,cmr23pgks000fv16zpwg1ms38,14,李晴约阿条明天午饭聊聊,completed,auto,2026-07-02T05:07:25.238+00:00
cmr31m5rq0av9v16zayldt5t1,cmr23pgks000fv16zpwg1ms38,14,陈默聚会定在周六七点，阿力还没回复,revealed,auto,2026-07-02T05:07:25.238+00:00
cmr31pnsb0awvv16z18kzeidy,cmr23pgks000fv16zpwg1ms38,15,第15章已完成：李晴 goal changed,completed,auto,2026-07-02T05:10:08.554+00:00
cmr31pnsb0awwv16z2lg1nkal,cmr23pgks000fv16zpwg1ms38,15,第15章已完成：阿力 goal changed,completed,auto,2026-07-02T05:10:08.554+00:00
cmr31pnsb0awxv16zf08iubk8,cmr23pgks000fv16zpwg1ms38,15,第15章已完成：阿条 goal changed,completed,auto,2026-07-02T05:10:08.554+00:00
cmr31pnsb0awyv16z6nazhz7c,cmr23pgks000fv16zpwg1ms38,15,第15章已完成：阿条完成从‘期待解释’到‘决定不再主动’的明确心理转折。,completed,auto,2026-07-02T05:10:08.554+00:00
cmr31pnsb0awzv16zk5tghpp9,cmr23pgks000fv16zpwg1ms38,15,第15章已完成：通过具体试探场景（如经过工位）将冷暴力具象化为阿力的彻底无视。,completed,auto,2026-07-02T05:10:08.554+00:00
cmr31u2te0ay3v16z2tnk6wyk,cmr23pgks000fv16zpwg1ms38,15,阿条对李晴坦白：和阿力“没有开始，差一点开始”，阿力说“别多想，为大家好”,revealed,auto,2026-07-02T05:13:34.657+00:00
cmr31u2te0ay4v16zbxa184ue,cmr23pgks000fv16zpwg1ms38,15,阿条内心决定不再主动联系阿力（不发消息、不故意经过工位、不期待回头）,state_changed,auto,2026-07-02T05:13:34.657+00:00
cmr31u2te0ay5v16zjdyb5ayw,cmr23pgks000fv16zpwg1ms38,15,阿力对阿条和小菲均表现彻底冷漠，拒绝任何互动,revealed,auto,2026-07-02T05:13:34.657+00:00
cmr31u2te0ay6v16zzzhqmno1,cmr23pgks000fv16zpwg1ms38,15,陈默的周六聚会地点确认为“湖滨烤肉店晚上七点”，阿条回复“好的”,completed,auto,2026-07-02T05:13:34.657+00:00
cmr31xut60b02v16z70ssz63o,cmr23pgks000fv16zpwg1ms38,16,第16章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T05:16:30.906+00:00
cmr31xut60b03v16zfjtaz569,cmr23pgks000fv16zpwg1ms38,16,第16章已完成：完成小菲咖啡试探全流程，阿条从被动警觉转为主动反问，成功转移追问并构筑心理防线。,completed,auto,2026-07-02T05:16:30.906+00:00
cmr31xut60b04v16zdlfkl3yv,cmr23pgks000fv16zpwg1ms38,16,第16章已完成：通过阿条解读小菲的支吾，确认同事间存在窃窃私语，强化她内心的孤立与警惕。,completed,auto,2026-07-02T05:16:30.906+00:00
cmr31xut60b05v16zjhx3ief4,cmr23pgks000fv16zpwg1ms38,16,第16章已完成：阿条下定决心在即将到来的团队聚餐中刻意与阿力保持距离，将秘密防线再升级。,completed,auto,2026-07-02T05:16:30.906+00:00
cmr31xut60b06v16zb4vo5zq2,cmr23pgks000fv16zpwg1ms38,16,第16章已完成：在章节结尾留下聚餐警告，为下一章的集体场合考验埋下悬念。,completed,auto,2026-07-02T05:16:30.906+00:00
cmr320irp0b1av16z3icas3c2,cmr23pgks000fv16zpwg1ms38,16,小菲以“买错加榛果糖浆的拿铁”为由递给阿条咖啡，实际意在试探阿条状态,revealed,auto,2026-07-02T05:18:35.268+00:00
cmr320irp0b1bv16za8rqgzht,cmr23pgks000fv16zpwg1ms38,16,陈默告知阿条，他曾告诫阿力别搞办公室恋情时，阿力只回答“知道了”,revealed,auto,2026-07-02T05:18:35.268+00:00
cmr320irp0b1cv16z2h5q9i40,cmr23pgks000fv16zpwg1ms38,16,周六团队聚餐定于晚上七点，公司楼下集合统一坐大巴，王总要求所有人必须到,revealed,auto,2026-07-02T05:18:35.268+00:00
cmr320irp0b1dv16zoiftwrxq,cmr23pgks000fv16zpwg1ms38,16,阿条要求李晴在聚餐时坐在自己旁边，以形成侧面支援,completed,auto,2026-07-02T05:18:35.268+00:00
cmr323wna0b2lv16z92kh8ne5,cmr23pgks000fv16zpwg1ms38,17,第17章已完成：阿条 goal changed,completed,auto,2026-07-02T05:21:13.222+00:00
cmr323wna0b2mv16zohg2fyms,cmr23pgks000fv16zpwg1ms38,17,第17章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T05:21:13.222+00:00
cmr323wna0b2nv16zsksmiq57,cmr23pgks000fv16zpwg1ms38,17,第17章已完成：完成团队聚餐完整场景，从入座到散席,completed,auto,2026-07-02T05:21:13.222+00:00
cmr323wna0b2ov16z0fyg5v8h,cmr23pgks000fv16zpwg1ms38,17,第17章已完成：阿条执行疏离策略，主动选择远离阿力的位置,completed,auto,2026-07-02T05:21:13.222+00:00
cmr323wna0b2pv16z1jc5h6hu,cmr23pgks000fv16zpwg1ms38,17,第17章已完成：阿力全程回避视线、无任何交流,completed,auto,2026-07-02T05:21:13.222+00:00
cmr3276sz0b3pv16zixroxz7b,cmr23pgks000fv16zpwg1ms38,17,阿力以'家里有急事'为由提前离席,revealed,auto,2026-07-02T05:23:46.354+00:00
cmr32blag0b4pv16zkx78t0ns,cmr23pgks000fv16zpwg1ms38,18,第18章已完成：阿条 goal changed,completed,auto,2026-07-02T05:27:11.752+00:00
cmr32blag0b4qv16zjbddbfp5,cmr23pgks000fv16zpwg1ms38,18,第18章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T05:27:11.752+00:00
