id,novelId,characterId,chapterId,chapterOrder,title,content,source,createdAt,updatedAt
cmr266al204a3v16z35gi77hs,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob501riv16zlk7xxqvy,2,2 - 陌生演技,工位隔板那头，小菲正对着电话甜甜地说“好的呀，我马上查一下呢”，声音拖得又软又长,chapter_extract,2026-07-01T14:27:16.886+00:00,2026-07-01T14:27:16.886+00:00
cmr266al204a4v16zo5mw9ozt,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob501riv16zlk7xxqvy,2,2 - 陌生演技,小菲说她想吃小炒肉，我觉得酸辣鸡杂也不错，你定,chapter_extract,2026-07-01T14:27:16.886+00:00,2026-07-01T14:27:16.886+00:00
cmr266al204a5v16zszmrx61w,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob501riv16zlk7xxqvy,2,2 - 陌生演技,李晴没察觉任何异常，点点头缩回去，隔着过道跟小菲商量起辣度,chapter_extract,2026-07-01T14:27:16.886+00:00,2026-07-01T14:27:16.886+00:00
cmr26cylf04ddv16zm6ckvwnq,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,阿条没有立刻回复,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dev16zvtf10agj,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,阿条嗯嗯地应着，手指在口袋里攥着手机的金属边框，凉意从指尖爬上来,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dfv16z1dsi3k9k,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,她抬起头，看见车窗玻璃上映着自己的脸——眉头皱着，嘴唇抿紧，跟平时那个迟钝的、什么都不太在意的阿条判若两人,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dgv16zp0zkmofc,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,屏幕亮起，微信消息还停留在阿力那句“今晚有空吗,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dhv16zxbl9kd9q,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,她忽然想起下午走廊里阿力那句“演得不错”,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04div16zubr4sbga,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,阿力发来一个定位——是公司附近那栋写字楼的天台，顶层的空中花园,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04djv16zr320b4jt,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,她把手机塞进外套口袋，跟李晴一起挤进晚高峰的电梯,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dkv16zmcdzqb1n,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,李晴在旁边刷着大众点评，念叨着新开的泰国菜馆冬阴功汤够不够酸,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dlv16zbmcez2m5,cmr23pgks000fv16zpwg1ms38,cmr23zj5f004yv16ztyiw8inw,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,她忽然理解了——下午他推门出去之前，说的是阿力被王总叫走，不是他被叫走,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dmv16zpa6wucv1,cmr23pgks000fv16zpwg1ms38,cmr23zj5m0050v16zyqacdl0n,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,陈默的消息在这个时候弹出来，她瞥了一眼——“这几天还好吗,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26cylf04dnv16z1inrqchx,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob701rjv16zoa3pmbkg,3,3 - 天台夜话,”她掰着手指，声音放得很低，在天台的安静里却异常清晰，“你跟小菲怎么聊，跟我怎么聊,chapter_extract,2026-07-01T14:32:27.939+00:00,2026-07-01T14:32:27.939+00:00
cmr26mchm04kpv16zy46a1vuf,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,阿条在地铁上就把暗语系统想好了,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchm04kqv16zxxuacfs6,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,第二天早上进办公室时，阿条比平时早了十五分钟,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04krv16z6wf3d3qx,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,阿条从他身后走过，没有打招呼,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04ksv16zrt5z3s0h,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,她截了个图，准备明天找机会给阿力看,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04ktv16zfeoo0oa1,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,阿力坐在自己位置上，正对着电脑屏幕看什么,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04kuv16z7y7qeluh,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,Excel加载的几秒钟里，她用余光扫了一眼阿力的方向,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04kvv16zqaxf0udl,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,李晴还没到，小菲的工位空着，王总的办公室门关着，里面亮着灯,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04kwv16z4g18sr31,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,九点零三分，李晴端着薄荷绿保温杯匆匆进来，一边放包一边抱怨堵车,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04kxv16zz4use31o,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,阿条坐在会议桌靠窗一侧，阿力坐在她斜对面，中间隔了李晴和小菲,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04kyv16zw8mq9g4h,cmr23pgks000fv16zpwg1ms38,cmr23zj5f004yv16ztyiw8inw,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,李晴还没到，小菲的工位空着，王总的办公室门关着，里面亮着灯,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04kzv16z9akfn8na,cmr23pgks000fv16zpwg1ms38,cmr23zj5f004yv16ztyiw8inw,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,王总主持，讲Q2的运营方案调整,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l0v16z8mclrvyi,cmr23pgks000fv16zpwg1ms38,cmr23zj5f004yv16ztyiw8inw,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,投影仪的光打在幕布上，王总推了推银色细框眼镜，食指在镜架上顿了一拍,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l1v16z32fnnlp1,cmr23pgks000fv16zpwg1ms38,cmr23zj5m0050v16zyqacdl0n,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,她瞥了一眼，不是阿力，是陈默,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l2v16zk732gwjh,cmr23pgks000fv16zpwg1ms38,cmr23zj5m0050v16zyqacdl0n,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,她想起陈默以前总爱在午休的时候给她带楼下咖啡店的拿铁，杯子上用马克笔写“加油”,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l3v16z3oo8be7p,cmr23pgks000fv16zpwg1ms38,cmr23zj5m0050v16zyqacdl0n,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,陈默的消息：“晚上早点休息，别总是加班,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l4v16zrm7hqcsr,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,李晴还没到，小菲的工位空着，王总的办公室门关着，里面亮着灯,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l5v16zz5c7weog,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,小菲九点零七分到，栗色卷发今天编成松散的侧辫，路过阿力工位时停下脚步,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26mchn04l6v16zyhaefi34,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zob901rkv16z4obgdvth,4,4 - 编码暗语,小菲的指尖卷着发梢：“今天别忘啦，食堂今天的红烧排骨还不错,chapter_extract,2026-07-01T14:39:45.850+00:00,2026-07-01T14:39:45.850+00:00
cmr26tk2r04o9v16zegsyjzmd,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,午休铃响起时，阿条没有像往常一样跟李晴一起去食堂,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04oav16z2g6uylnr,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,阿条又等了三十秒，才拿起手机，点开阿力的微信对话框,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04obv16z7v8lzlrg,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,阿条的呼吸几乎没乱,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04ocv16zr2y9cn8r,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,阿条又等了三十秒，才拿起手机，点开阿力的微信对话框,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04odv16zgqm5ao7r,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,阿力站起来，往茶水间方向走,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04oev16ziuyunxku,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,她推开门的瞬间就看到了阿力,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04ofv16ztrq09nfh,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,午休铃响起时，阿条没有像往常一样跟李晴一起去食堂,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04ogv16z2cc5ozet,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,李晴临走前拍了拍她的椅背：“今天不去,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04ohv16zae396y40,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,李晴的脚步声往电梯方向去了,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04oiv16zz83eecyu,cmr23pgks000fv16zpwg1ms38,cmr23zj5f004yv16ztyiw8inw,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,下班前王总来工位区转了一圈，食指推了推鼻梁上的银框眼镜，在阿条身后站了十五秒，看了看她屏幕上的表格,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04ojv16zovfvrq5t,cmr23pgks000fv16zpwg1ms38,cmr23zj5m0050v16zyqacdl0n,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,然后退出备忘录，看到陈默半小时前发来的一张照片,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04okv16zl6oorcao,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,”小菲的声音从门口传来，带着那股慵懒的鼻音，尾音上扬像在撒娇,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04olv16zr1geehpl,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,小菲的目光在两人之间扫了一圈，最后落在阿力身上,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr26tk2r04omv16z5vsdtj38,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zobb01rlv16z1chjyonq,5,5 - 茶水间脱险,”小菲笑起来，露出嘴角那对浅浅的梨涡，边笑边往冰箱走，弯腰拉开门取出一盒切好的水果，“不过正好——阿条，你帮我试试这个，我在楼下新开的那家店买的，芒果有点酸,chapter_extract,2026-07-01T14:45:22.274+00:00,2026-07-01T14:45:22.274+00:00
cmr271lhq04rqv16zxi5k0rl5,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,阿条以为自己会失眠,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04rrv16zshpgkz60,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,阿条盯着那个绿色气泡，拇指在手机壳边缘来回蹭了两下,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04rsv16zc6vukzwo,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,阿条咬住下唇，打了一行：“睡了吗,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04rtv16zlpld0clu,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,翻了个身，被子窸窣响了一阵，她把脸埋进枕头里，脑子里还在自动拆解今天茶水间的每一帧——从小菲推门的瞬间，到阿力端起茶杯说“小菲你也来一块”，再到自己接的那句“水还没凉，我再等会儿”,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04ruv16z8wdeff9q,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,手指在屏幕上悬了一秒，往下滑，找到那个备注为“阿力”的对话框,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04rvv16z5gxfwxr2,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,她盯着那个空白输入框，忽然想起下午在打印室，阿力从她手里接过那沓还带着余温的纸张，小指不经意擦过她手背，同时用只有她听得见的音量说了句：“刚才很稳,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04rwv16z2vywcls4,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,微信图标上挂着几个红点，工作群还在讨论明天晨会的材料，李晴发了两条消息问她周末去不去银泰，陈默的对话框安静地沉在列表偏下的位置——最后一条还是两天前那句“最近怎么样,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04rxv16zq4h57djp,cmr23pgks000fv16zpwg1ms38,cmr23zj58004wv16zpaestpwt,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,她划掉工作群，点开李晴的头像，打了两个字：“不去,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhq04ryv16z8ch2i7iw,cmr23pgks000fv16zpwg1ms38,cmr23zj5m0050v16zyqacdl0n,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,微信图标上挂着几个红点，工作群还在讨论明天晨会的材料，李晴发了两条消息问她周末去不去银泰，陈默的对话框安静地沉在列表偏下的位置——最后一条还是两天前那句“最近怎么样,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhr04rzv16zuwkrqtlz,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,翻了个身，被子窸窣响了一阵，她把脸埋进枕头里，脑子里还在自动拆解今天茶水间的每一帧——从小菲推门的瞬间，到阿力端起茶杯说“小菲你也来一块”，再到自己接的那句“水还没凉，我再等会儿”,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr271lhr04s0v16zvjyv50i0,cmr23pgks000fv16zpwg1ms38,cmr23zj5u0052v16zbgy6zbi1,cmr24zobd01rmv16z1nhh9ss5,6,6 - 选择沉溺,他给过她一次，小菲看见了,chapter_extract,2026-07-01T14:51:37.358+00:00,2026-07-01T14:51:37.358+00:00
cmr27a1jw04uzv16z97y1wp5m,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobf01rnv16zemm40alv,7,7 - 冷冷一瞥,星期三上午，阿条到公司比平时晚了十分钟,chapter_extract,2026-07-01T14:58:11.420+00:00,2026-07-01T14:58:11.420+00:00
cmr27a1jw04v0v16zh9qn81dj,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobf01rnv16zemm40alv,7,7 - 冷冷一瞥,阿条的座位在靠窗第三排，要经过小菲、阿力和李晴的工位才能到达,chapter_extract,2026-07-01T14:58:11.420+00:00,2026-07-01T14:58:11.420+00:00
cmr27a1jw04v1v16zyogsljcq,cmr23pgks000fv16zpwg1ms38,cmr23zj4j004tv16zlc1ewt6u,cmr24zobf01rnv16zemm40alv,7,7 - 冷冷一瞥,阿条把包放下，按了开机键,chapter_extract,2026-07-01T14:58:11.420+00:00,2026-07-01T14:58:11.420+00:00
cmr27a1jw04v2v16zj3q07uod,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobf01rnv16zemm40alv,7,7 - 冷冷一瞥,阿条的座位在靠窗第三排，要经过小菲、阿力和李晴的工位才能到达,chapter_extract,2026-07-01T14:58:11.420+00:00,2026-07-01T14:58:11.420+00:00
cmr27a1jw04v3v16zlsky6br0,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobf01rnv16zemm40alv,7,7 - 冷冷一瞥,经过阿力工位时，他没有抬头,chapter_extract,2026-07-01T14:58:11.420+00:00,2026-07-01T14:58:11.420+00:00
cmr27a1jw04v4v16ztgt94shn,cmr23pgks000fv16zpwg1ms38,cmr23zj4y004uv16zh1dm72nm,cmr24zobf01rnv16zemm40alv,7,7 - 冷冷一瞥,她和阿力的最后一条消息框，被工作消息盖住了,chapter_extract,2026-07-01T14:58:11.420+00:00,2026-07-01T14:58:11.420+00:00
