id,novelId,chapterId,summary,keyEvents,characterStates,hook,createdAt,updatedAt
cmr30u03f0aluv16z3z07imjv,cmr23pgks000fv16zpwg1ms38,cmr24zobw01rrv16zsmqcorpc,阿条打破不再主动的约定，在周六加班日的电梯里质问阿力是否在躲她，遭到“没有”“我加班”的冷漠敷衍。她赌气留在电梯内未追随，孤独返回工位，猜疑从模糊不安具体化为被冷落感。重拾陈默聚会邀请并确认参加，令对比感加深。深夜失眠中，她回忆陈默的告诫，翻出已读不回的消息，最终在凌晨做出决定：不再开口问，而要用另一种方式让阿力暴露真实态度，悬念指向即将到来的同事聚会。,阿条到公司的时候，整层楼只开了半边的灯；空调还没启动，空气里有股隔夜的沉闷，混着打印机的墨粉味和地板清洁剂的淡淡柠檬香；周六的办公室很安静，安静到能听见头顶日光灯管里电流的嗡鸣声,她把包放在工位上，打开电脑；屏幕亮起来的时候，她看见桌面右下角的时间——九点零七分；王总在群里发了条消息，说周报数据周五交得仓促，让各组核实一遍，十一点前汇总给他,,2026-07-02T04:45:31.515+00:00,2026-07-02T04:45:31.515+00:00
cmr314may0aowv16z288yq932,cmr23pgks000fv16zpwg1ms38,cmr24zoby01rsv16zxnuxclfi,阿条利用与小刘的互动测试阿力反应，阿力目光相撞后冷漠移开，确认疏远是主动选择。阿条收起笑容，内心将猜疑升级为对阿力隐瞒真相的执念，并决心不退出等待解释。结尾她独自在工位等待消息，每次手机震动都带来心跳加速，最终阿力只在群中公事公办回复，刺激其执念加深，为下章因敏感留意议论铺垫。,周日早晨的办公室安静得像一口倒扣的玻璃缸；阿条八点四十三分刷了门禁卡，工区的灯还没全开，空调出风口嗡嗡地送着冷气；黑眼圈还在，但眼神比昨晚清明得多,她把包放在工位上，先去茶水间接了杯温水，走回来的时候，余光习惯性地扫向阿力的位置；她坐回自己的椅子，打开电脑；屏幕亮起来的时候，她看见自己映在黑色边框上的脸,,2026-07-02T04:53:46.858+00:00,2026-07-02T04:53:46.858+00:00
cmr31ctaq0asjv16z52gxqklh,cmr23pgks000fv16zpwg1ms38,cmr24zoc001rtv16zdbja58rs,阿条在茶水间偷听到小菲与李晴议论阿力对某人异常冷淡，确认同事已察觉两人关系秘密。恐慌中她从被动等待转为主动回避，绕路、避开食堂、拒绝阿力的私下邀约，但内心等待解释的执念未消。李晴的关心与陈默聚会消息加剧压力，为质问阿力蓄势。,周一早上，阿条在电梯里就听见了自己的心跳；七点五十三分，写字楼大厅的人还不多；电梯门合上，楼层数字跳动,她刷卡过闸机，手指在屏幕上停留了半秒，余光扫过身后——没有熟悉的身影；她不知道自己在庆幸还是失望；她盯着不锈钢门板上自己模糊的倒影，想起昨晚手机震了三次,,2026-07-02T05:00:09.170+00:00,2026-07-02T05:00:09.170+00:00
cmr31m5rl0av5v16zwxbwo8z0,cmr23pgks000fv16zpwg1ms38,cmr24zoc101ruv16zr0qqiis6,阿条独自在出租屋，发微信直接质问阿力为何躲避。阿力仅回复“别多想，为大家好”后已读不回。阿条连续发送多条消息追问解释、表达委屈与愤怒，但始终没有得到回应，最终疲惫地说“我不会再发了”，并在黑暗中意识到自己明天仍会期待，预感更深冷暴力。李晴约明天午饭，陈默催聚会并透露阿力未回复。,出租屋很小，三十平米的单间，窗户对着另一栋楼的墙；手机被搁在床头柜上，屏幕朝上，信号满格；微信图标安静地待在通知栏里，没有数字，没有红点,她到家时没有开灯；她关门，换鞋，把包放在门口的椅子上，动作按部就班，像一套没有感情的机械程序；她已经连续五天绕开阿力的工位走,,2026-07-02T05:07:25.233+00:00,2026-07-02T05:07:25.233+00:00
cmr31u2t90ay2v16zcccnb4rx,cmr23pgks000fv16zpwg1ms38,cmr24zoc301rvv16zsof6hdh2,阿条在办公室对阿力进行最后一次眼神试探却遭彻底无视，决定不再主动联系。李晴主动关心并得知部分真相，阿条深夜失眠中经历刺痛并决心放下期待。第二天清晨她戴上“面具”预备上班，内心防御建立，为下一章同事试探做好准备。,阿条第二天走进办公室的时候，比平时早了十五分钟；打卡机发出短促的滴声，走廊里只有保洁阿姨在拖地，拖把擦过地砖的声响规律而遥远；饮水机咕噜噜响着，水位线缓慢爬升,她走到工位，把包放下，打开电脑；屏幕亮起来的时候，她看了眼阿力的工位——空的，椅背挂着他那件灰色外套，桌上放着保温杯，说明他已经到了，只是人不在；门口有人进来，她没抬头，但余光还是捕捉到了那个身影——深蓝衬衫，手腕上的棕色皮绳,,2026-07-02T05:13:34.653+00:00,2026-07-02T05:13:34.653+00:00
cmr320irk0b19v16z72ewcxjv,cmr23pgks000fv16zpwg1ms38,cmr24zoc501rwv16zvt0vmmu0,阿条面对小菲以榛果拿铁为借口的试探，从被动警觉转为冷静反问，识破咖啡温度异常与台词破绽，成功转移话题并确认同事间存在私下议论。通过李晴得知小菲昨日的异常，进一步明白试探并非孤立，决心在周六聚餐中与阿力保持距离以求不露破绽。结尾她扔掉凉咖啡，做好心理武装，聚餐压力隐隐浮现。,李晴的信息在十点十七分弹出来；“中午十二点，二号食堂靠窗那排，我占座；” 阿条盯着屏幕上那行字，手指悬在键盘上方停了两秒，然后敲下回复：“好,"她把手机屏幕朝下扣在桌面,继续整理王总要的数据汇总表；她新建了一个Excel窗口，把已有的部分先填进模板里，动作很稳，鼠标点击的节奏均匀得像节拍器；小菲的工位在她斜前方隔三个位置",,2026-07-02T05:18:35.264+00:00,2026-07-02T05:18:35.264+00:00
cmr3276su0b3ov16zcltwukyj,cmr23pgks000fv16zpwg1ms38,cmr24zoc701rxv16z1uyp5r52,阿条在团队聚餐全程执行疏离策略，主动远离阿力，零交流；阿力提前以家里急事为由离场，阿条佯装镇定圆场。散席后阿条独行夜路，内心从强撑平静转为冰冷麻木，回到黑暗房间等待渺茫的回应，为深夜手机亮起埋下悬念。,大巴在周六傍晚六点四十分准时停在公司楼下；阿条站在大厅玻璃门前，透过反光看见李晴从电梯间走出来；整个人看起来很素，像刻意不想被注意到,李晴今天换了件深蓝色针织开衫，手里拎着帆布袋，看见她就加快步子；”李晴走到她身边，压低声音，“我坐你旁边，放心；她今天穿的是一件灰色连帽卫衣，头发随意扎成低马尾，没怎么化妆，只涂了层润唇膏,,2026-07-02T05:23:46.350+00:00,2026-07-02T05:23:46.350+00:00
cmr32hs6a0b5sv16z0keltk7w,cmr23pgks000fv16zpwg1ms38,cmr24zoc901ryv16zxu2sbz7r,深夜阿力来电，阿条在黑暗中按掉电话，阅读留言后已读不回，内心完成从被动等待到主动切断期待的转折。王总邮件要求每日同步，明日九点进度对齐，她将被迫与阿力密集相处。关系由此从单向冷冻转为互相猜疑的僵局。,手机震动的声音从鞋柜方向传来；阿条在黑暗中睁开眼；客厅里的光条还是那条，冰箱压缩机还在嗡鸣，一切都没变，只有那个扣着的手机在发出持续的低频嗡鸣,她不知道什么时候闭上了，也不知道自己这样坐了多久；她站起来的时候膝盖有点僵，左脚踩到地板上有轻微的麻感；他的名字出现在屏幕上那一刻，阿条的手指僵在屏幕上方,,2026-07-02T05:32:00.610+00:00,2026-07-02T05:32:00.610+00:00
cmr32rvr60b8ev16z6e7nrh1x,cmr23pgks000fv16zpwg1ms38,cmr24zocb01rzv16zba9tkamt,阿条在茶水间主动质问阿力昨天消息与已读不回，阿力以工作话题回避，信任彻底破裂。九点进度对齐会上，两人被迫合作，阿条冷静应对。会后阿力试图关心被冷拒。阿条对合作通知麻木，决心不再试探。关系从表面和谐转为冰冷拉扯，为次日晨会碰撞蓄势。,阿条在九点差三分的时候走进茶水间；走得很慢，经过李晴工位时还停了半步，弯腰看了一眼李晴屏幕上那张数据表，说了句“这个单元格格式不对”；李晴抬头正要回话，阿条已经继续往前走了,不是因为渴，是因为她看见阿力端着杯子从工位站起来，往茶水间方向走了；她在工位上等了四十秒——数到三十七的时候站起来，拿起桌上那只白瓷杯，杯底还残留着昨天没倒干净的冷咖啡；她没去洗，直接握着杯子往茶水间走,,2026-07-02T05:39:51.810+00:00,2026-07-02T05:39:51.810+00:00
cmr331fe30bayv16z5tjr17pe,cmr23pgks000fv16zpwg1ms38,cmr24zocd01s0v16zaocty107,阿条与阿力在晨会上维持表面合作，阿力借王总要求将每日进度同步固定为午休前碰头，并强推邮件留底流程，完全隔绝私下沟通。阿条在茶水间尝试口头沟通，被阿力以‘避免误会’为由拒绝。项目组通知周六加班，阿条感到被彻底锁死。深夜，她在备忘录中写下‘我不能再这样下去了’，并向陈默要求周日提前聚会，为次日的正面冲突积蓄决心。,九点整的进度对齐会，王总没来；会议室里只有四个人——阿条、阿力，还有李晴和小菲；投影仪没开，窗帘也只拉了一半，日光灯管在头顶嗡嗡轻响,她拧开笔帽，在日期栏下写了一行小字：进度对齐会，第一轮；”她开口时声音很平，目光落在笔记本上，“整体留存率比上一版低了2.3个百分点，主要是次日留存掉了,,2026-07-02T05:47:17.163+00:00,2026-07-02T05:47:17.163+00:00
cmr33aw8n0bdfv16z94gsjolv,cmr23pgks000fv16zpwg1ms38,cmr24zocf01s1v16zorowoe4i,深夜加班，阿条在走廊拦截阿力，当面质问按掉来电和回避行为，阿力以项目压力搪塞并反问“为什么总是不信我”。手机铃声打断对峙，阿力接听后神情紧张并匆匆离开。阿条被冷落后内心决绝，喊出“够了”，在笔记本写下“别再问了”，决定不再追问，转为冷漠切割，并确认周日与陈默聚会，关系从被动忍耐进入主动怀疑阶段。,办公室的空调在晚上九点自动切换成节能模式，冷气的力度弱了一半；阿条盯着屏幕上的留存数据报表，第三遍核对周活跃用户的回归曲线；阿条的手指在鼠标上停了两秒,数字开始在她眼前浮动，像一群游动的蝌蚪；她眨了眨眼，把它们重新按回坐标轴里；隔着数据组工位那排半人高的绿萝，她看见阿力从演示组那边走出来，手里攥着手机，步子迈得又快又急,,2026-07-02T05:54:38.903+00:00,2026-07-02T05:54:38.903+00:00
cmr33lozz0bglv16z05v6l984,cmr23pgks000fv16zpwg1ms38,cmr24zoch01s2v16zud5yqsvh,阿条在电梯中偶然看见阿力手机消息备注名“若若”及预览“晚上方便吗？”，团建时再次目睹消息“今天真的不——”，并撞见阿力打电话严令对方别再发消息。她将怀疑转为行动，记录线索，将阿力备注名改回本名，查询手机号归属地及微信，确认存在昵称“Ruo”的账号。阿条从被动忍耐转向暗中调查，信任彻底崩溃。团建结束，小菲分发安排表，陈默提醒明日聚会。,第二天早上，阿条在9点23分到达工位；王总昨晚十一点发了一封确认邮件，要求数据组今早十点前提交口径校准终版，抄送了整个项目组；阿条点开附件，开始核对最后三张数据透视表,她把风衣搭在椅背上，按下电脑开机键，然后打开邮箱；九点四十分，她端着水杯去茶水间；走到门口时，她听见里面有脚步声,,2026-07-02T06:03:02.735+00:00,2026-07-02T06:03:02.735+00:00
cmr33u1s10bj2v16zxksjzm62,cmr23pgks000fv16zpwg1ms38,cmr24zocj01s3v16zyc692fv8,阿条在团建安排表上认出阿力手写号码，当面试探并当面存下空白联系人，将私下调查转为公开证据收集，内心完成从期待到划清界限的转折；午间她两度看到“若若”消息，确认阿力撒谎；回程李晴无意提及商场目击阿力与一女生，留下若若身份即将暴露的悬念。,大巴在九溪入口停下时，才刚过九点；阿条从座位上站起来，把双肩包甩上肩膀，跟在李晴后面下车；小菲站在大巴前门旁边，手里捏着一沓打印纸，挨个往下车的人手里塞,晨间的山林空气裹着湿漉漉的草木腥气扑过来，她拉了拉防晒外套的拉链，眯眼看向前方停车场边乌泱泱的人头；她的视线从第二行往下扫，在“紧急联系人”那一栏停了下来；前四行是她熟悉的——王总、李晴、小菲，甚至还有行政部一个女孩的备用号码,,2026-07-02T06:09:32.545+00:00,2026-07-02T06:09:32.545+00:00
cmr343u9m0blgv16z88tn9njx,cmr23pgks000fv16zpwg1ms38,cmr24zocl01s4v16zvlgu20mm,阿条以送东西为由约阿力至天台，当面出示微信小号、归属地截图和笔迹确认，质问阿力昨日行踪。阿力坚称在家并否认去过城西银泰，阿条冷静拆穿其谎言，宣布自此刻起留档所有与他有关的东西，并将微信备注名改回“阿力”。阿力只说“你都查到这个份上，我说什么都没用”。阿条转身离开，两人一前一后返回工位，全程零交流，关系从冷战转为公开陌路。,大巴驶进市区的时候，天色已经暗透了；路灯的光一截一截扫过车窗，阿条靠在后座，手指在口袋里反复按亮手机屏幕，又看着它暗下去；回到公司已经快六点,李晴在她旁边刷着外卖软件，偶尔问她一句吃不吃这个吃不吃那个；她都嗯嗯地应了，目光始终落在窗外；阿条拎着背包往电梯口走，李晴在后面喊了她一声：“真不一起吃啊,,2026-07-02T06:17:09.369+00:00,2026-07-02T06:17:09.369+00:00
cmr34c3jw0bo1v16zfd51ebzw,cmr23pgks000fv16zpwg1ms38,cmr24zocn01s5v16z4foypq0m,阿条在部门聚餐中通过起身换座、公事化发言等公开举动，完成从被动忍受到主动划清界限的转折。阿力僵立至散场，无法维持表面和谐，同事已感知两人关系破裂。走出饭店后，阿条泛起一丝空虚，红绳手链松动暗示情感变化。,周五晚上的部门聚餐定在六点半，公司楼下那家湘菜馆；王总在群里发了包厢号，特意标注“所有人必须到”；阿条到的时候，圆桌已经坐了大半,李晴坐在靠窗的位置，朝她招手，旁边留了张空椅子；她的目光扫过桌面，阿力坐在王总右手边第三个位置，正低头看手机；他在捻那颗小银珠,,2026-07-02T06:23:34.652+00:00,2026-07-02T06:23:34.652+00:00
cmr34l3c30bqtv16zdwpxdbb6,cmr23pgks000fv16zpwg1ms38,cmr24zocp01s6v16z2iksh8ll,周五协调会上，阿条当众以数据源为由驳回阿力的方案，迫使王总裁定用真实数据。会后两人在空会议室激烈争吵，阿条揭穿阿力城西银泰的谎言，并说出“我从来就没信过你”，宣布从下周一开始成为陌生人。阿力暴怒将方案打飞，门外李晴和小菲听到全过程。回到工位后两人视若无物，下班时阿条的红绳断裂，她未捡，办公室空寂，彻底决裂。,周五下午的协调会定在三点，会议室订的是十楼那间带白板的；阿条提前十分钟到，把笔记本电脑接上投影，打开口径校准的表格；王总两点五十五进来的，看了眼投影，点了点头,李晴坐她左手边，把打印好的数据汇总推过来，封面上贴了张便利贴，写着“留存口径按王总要求已重跑，偏差在0.3%以内”；他进来时扫了一圈座位——王总坐长桌顶头，李晴和阿条占了左侧，小菲往右侧靠窗的位置挪；他顿了一秒，拉开小菲旁边的椅子坐下,,2026-07-02T06:30:34.275+00:00,2026-07-02T06:30:34.275+00:00
cmr34uhua0btev16za8xn6c14,cmr23pgks000fv16zpwg1ms38,cmr24zocr01s7v16zu5ywg96j,阿条在大巴团建中全程无视阿力，丢弃草莓糖纸，红绳已断未捡，溪边确认“我是我”，完成心理切割。同事私下议论两人吵架，公开僵局固化。阿力沉默回避，被王总警告演示数据，失去沟通机会。结尾阿条赴陈默聚会，关系冰冻氛围奠定，为下章阿力可能的挽回行动设置障碍。,大巴在周六早上七点四十五准时停在了公司楼下；阿条到的时候，李晴已经站在车门旁边刷手机了；小菲蹲在路边系鞋带，背包带子拖在地上，看见阿条也只是点了下头，站起身的时候顺手拍了拍膝盖上的灰,她看见阿条，抬了抬下巴算打招呼，然后视线往阿条身后扫了一眼，什么也没问；他抬头看见阿条，笔尖在纸上点了两下，说：“阿条，到了,,2026-07-02T06:37:52.978+00:00,2026-07-02T06:37:52.978+00:00
cmr35ayoh0bxnv16zm0msbuqc,cmr23pgks000fv16zpwg1ms38,cmr24zocv01s9v16zuaz9jx84,阿条约出阿力在木栈道对峙，质问城西银泰谎言与若若身份，要求查看备用手机被拒。阿力回避，阿条细数旧账，摔碎巧克力盒，红绳银坠滑落木板缝隙。她宣布从周一开始是认真的陌生人，转身离去。随后若若主动发来消息，阿条无视。,周六早上，阿条醒来的时候，窗帘缝隙里漏进来一线白光；起床，洗漱，换上一件干净的白色短袖，把头发扎起来；镜子里的人看起来平静，眼睛底下没有前几天的红肿，手腕上光秃秃的，晒痕还在,她躺了两分钟，然后伸手摸到床头柜上的手机；阿力的对话框还停在前天晚上那句“说那些我没说的事”，她没有再回；她收拾好背包，下楼在便利店买了一瓶苏打水和一个菠萝包，坐在路边的长椅上慢慢吃完,,2026-07-02T06:50:41.296+00:00,2026-07-02T06:50:41.296+00:00
cmr35nuks0c0iv16zoxzkj5jc,cmr23pgks000fv16zpwg1ms38,cmr24zocw01sav16z8wprb5vx,阿条在大巴上逐张删除与阿力的合影，清空聊天记录和联系人，斩断所有数字关联。她联系陈默确认聚会，并向若若发出消息“团建结束，我们该把自己拆干净了。”她从压抑转为冷静坚定，为返程后与阿力正面对峙蓄积决心。结尾手机震动不断，但她一眼不瞧。,巴士在高速上平稳行驶，窗外的夕阳光透过茶色玻璃洒进来，把整排座椅染成暖橙色；车厢里有人在打牌，小菲的笑声从前排传来，混着车载音响里播放的轻音乐，闹哄哄一片；手机握在手里，屏幕还亮着，停留在微信界面,阿条坐在倒数第二排靠窗的位置，李晴坐她旁边，正低头刷着手机；她没有回头往前看；若若那条消息她没回，陈默的回复她刚才看了一眼——“五点，清风包厢，到了报我名字”——也没回,,2026-07-02T07:00:42.508+00:00,2026-07-02T07:00:42.508+00:00
cmr35y9mt0c3ev16z9zf3jxot,cmr23pgks000fv16zpwg1ms38,cmr24zocy01sbv16zja8tq08e,阿条在天台当面质问阿力关于若若和备用手机，阿力以“私事”“隐私”回避，重复“为大家好”的老话。阿条从期待澄清转为彻底失望，宣告今后只维持同事关系，不再追问。下午她定好与若若的见面地点，回家后收起新发夹，未戴红绳手链，感到骨子里发冷，决绝却空落。信任崩塌，下一步切割或意外已埋下伏笔。,巴士停稳，头顶的灯全亮了；阿条拎着包踩下车门踏板，鞋底落在停车场水泥地面，膝盖还有点软——坐太久了；夜里的空气裹着柏油路面白天蓄的热气涌过来，不算凉,” 她其实能感觉到裤兜里那块金属的硬度，贴着髋骨，像一个还在发烫的提醒；哪一条她都不想现在点开,,2026-07-02T07:08:48.581+00:00,2026-07-02T07:08:48.581+00:00
cmr36aefx0c6jv16z4vgr3x73,cmr23pgks000fv16zpwg1ms38,cmr24zod001scv16zh2hhfj2q,阿条在天台用微信截图戳穿阿力上周四在城西银泰见前女友并谎称加班的谎言，阿力被迫承认后却以“你非要这样想我也没办法”推卸责任，阿条彻底绝望，摔发夹并捡起，回工位收走草莓糖等信物后离开公司。她穿过办公区，在众人目光中走入电梯，户外风中心如空洞，陈默聚会消息未能让她停留。信任完全粉碎，留下她下一步与若若见面的悬念。,周三早上八点四十五，阿条推开了公司玻璃门；工区还没亮全灯，只有靠窗那排日光灯开着，空调刚启动，出风口传来轻微的嗡嗡声；茶水间的饮水机还在加热，红灯跳了一下,她走到自己工位，把包放进抽屉，按下电脑开机键，然后站起身去茶水间倒水；她接了小半杯温水，转身时看见李晴从走廊那边走过来，手里握着那只薄荷绿保温杯，杯盖没拧紧，冒出一点热气；”李晴的声音比平时低，眼神在她脸上停了一秒,,2026-07-02T07:18:14.685+00:00,2026-07-02T07:18:14.685+00:00
