id,novelId,relationId,sourceCharacterId,targetCharacterId,volumeId,chapterId,chapterOrder,stageLabel,stageSummary,nextTurnPoint,sourceType,confidence,isCurrent,createdAt,updatedAt
cmr28mpz805bmv16z72m21c7s,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoaz01rhv16zmcjv20hl,1,危险禁忌关系-觉醒期,阿条在茶水间拒绝亲密后，两人进入内心挣扎和职场伪装阶段，关系隐藏更深但裂痕出现。,,chapter_artifact_delta,,0,2026-07-01T15:36:02.564+00:00,2026-07-02T04:53:47.120+00:00
cmr30lq2w09n2v16zv1hjyq68,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,,,秘密恋人-猜疑期,从甜蜜秘密恋到因谎言和回避产生猜疑，信任逐步崩塌，最终在团建中公开决裂。,,rebuild_projection,,0,2026-07-02T04:39:05.288+00:00,2026-07-02T04:39:05.288+00:00
cmr30lq2y09n3v16zhw2xj8tj,cmr23pgks000fv16zpwg1ms38,,cmr23zj4j004tv16zlc1ewt6u,cmr23zj5u0052v16zbgy6zbi1,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,,,同事-试探与被试探,小菲主动接近阿力并试探阿条，阿条表面应付但内心警觉。,,rebuild_projection,,0,2026-07-02T04:39:05.290+00:00,2026-07-02T05:18:35.477+00:00
cmr30lq2z09n4v16z2qg2rx6d,cmr23pgks000fv16zpwg1ms38,cmr23zj690056v16zdqv9w7de,cmr23zj4j004tv16zlc1ewt6u,cmr23zj58004wv16zpaestpwt,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,,,好友-隐瞒与关心,阿条向李晴隐瞒恋情，李晴察觉异常但未点破，提供无声支持。,,rebuild_projection,,0,2026-07-02T04:39:05.291+00:00,2026-07-02T04:39:05.291+00:00
cmr30lq3109n5v16zeshgxmes,cmr23pgks000fv16zpwg1ms38,cmr23zj690059v16z88aqjzcc,cmr23zj4j004tv16zlc1ewt6u,cmr23zj5m0050v16zyqacdl0n,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,,,前同事-怀念与对比,陈默的问候唤起阿条对过去轻松关系的怀念，对比当前关系的痛苦。,,rebuild_projection,,1,2026-07-02T04:39:05.293+00:00,2026-07-02T04:39:05.293+00:00
cmr30lq3309n6v16zgurrg3s6,cmr23pgks000fv16zpwg1ms38,cmr23zj690058v16zdgwn0d99,cmr23zj4j004tv16zlc1ewt6u,cmr23zj5f004yv16ztyiw8inw,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,,,上下级-监控与恐惧,王总察觉异常并公开敲打，阿条恐惧秘密暴露。,,rebuild_projection,,1,2026-07-02T04:39:05.295+00:00,2026-07-02T04:39:05.295+00:00
cmr30lq3409n7v16z19d2aosv,cmr23pgks000fv16zpwg1ms38,cmr23zj690057v16zk4dwnikz,cmr23zj4y004uv16zh1dm72nm,cmr23zj5u0052v16zbgy6zbi1,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,,,同事-暧昧试探,小菲主动靠近阿力，阿力不主动不拒绝，加剧阿条的猜疑。,,rebuild_projection,,0,2026-07-02T04:39:05.296+00:00,2026-07-02T04:53:47.130+00:00
cmr314mid0aq8v16zcjznf1nz,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoby01rsv16zxnuxclfi,12,公开陌生人状态确认,阿条通过测试确认阿力主动将关系降级为完全陌生人，两人在公开场合再无特殊互动，但阿条内心执意等待解释。,,chapter_artifact_delta,,0,2026-07-02T04:53:47.125+00:00,2026-07-02T05:00:09.392+00:00
cmr314mig0aq9v16z3ll5rpw4,cmr23pgks000fv16zpwg1ms38,cmr23zj690056v16zdqv9w7de,cmr23zj4j004tv16zlc1ewt6u,cmr23zj58004wv16zpaestpwt,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoby01rsv16zxnuxclfi,12,朋友加深关心,李晴察觉到阿条状态持续不佳，提供咖啡和陪伴，阿条虽未敞开心扉但接受关心。,,chapter_artifact_delta,,0,2026-07-02T04:53:47.128+00:00,2026-07-02T05:13:34.896+00:00
cmr314mik0aqav16zy5q5nnna,cmr23pgks000fv16zpwg1ms38,cmr23zj690057v16zk4dwnikz,cmr23zj4y004uv16zh1dm72nm,cmr23zj5u0052v16zbgy6zbi1,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoby01rsv16zxnuxclfi,12,转为专业合作,小菲与阿力互动从带试探变为专注工作，小菲调整策略，阿力以工作态度正常回应。,,chapter_artifact_delta,,1,2026-07-02T04:53:47.132+00:00,2026-07-02T04:53:47.132+00:00
cmr31ctgy0atmv16z0m9onn6b,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc001rtv16zdbja58rs,13,回避期,阿条在偷听到同事议论后开始主动避开阿力，包括绕路、不去食堂、拒绝见面，但内心等待解释的执念未消。,,chapter_artifact_delta,,0,2026-07-02T05:00:09.394+00:00,2026-07-02T05:07:25.428+00:00
cmr31cth80atnv16zojr0w4hj,cmr23pgks000fv16zpwg1ms38,,cmr23zj58004wv16zpaestpwt,cmr23zj4j004tv16zlc1ewt6u,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc001rtv16zdbja58rs,13,关心升级,李晴在参与议论后主动发微信关心阿条，表示随时可找她倾诉，关心程度从观察转向直接关怀。,,chapter_artifact_delta,,0,2026-07-02T05:00:09.403+00:00,2026-07-02T05:07:25.431+00:00
cmr31m5x20awav16zmec35c4z,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc101ruv16zr0qqiis6,14,文字质问遭冷处理,阿条首次因隐瞒本身发起直接质问，阿力用一句官方回应和已读不回筑起冷墙，关系由冷战升级为主动冲突后的彻底失望，沟通完全断裂。,,chapter_artifact_delta,,0,2026-07-02T05:07:25.430+00:00,2026-07-02T05:13:34.900+00:00
cmr31m5x40awbv16zuic3pner,cmr23pgks000fv16zpwg1ms38,,cmr23zj58004wv16zpaestpwt,cmr23zj4j004tv16zlc1ewt6u,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc101ruv16zr0qqiis6,14,朋友关心升级,李晴从敏感观察转为主动约谈，试图以朋友身份介入阿条的困境，关系进入更主动的支持阶段。,,chapter_artifact_delta,,1,2026-07-02T05:07:25.432+00:00,2026-07-02T05:07:25.432+00:00
cmr31u3020az9v16zeoxx9mtd,cmr23pgks000fv16zpwg1ms38,cmr23zj690056v16zdqv9w7de,cmr23zj4j004tv16zlc1ewt6u,cmr23zj58004wv16zpaestpwt,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc301rvv16zsof6hdh2,15,升级为知心盟友,阿条向李晴坦白与阿力的秘密，李晴表示关心和支持，两人信任加深。,,chapter_artifact_delta,,0,2026-07-02T05:13:34.898+00:00,2026-07-02T05:18:35.473+00:00
cmr31u3050azav16z4f9v232n,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc301rvv16zsof6hdh2,15,从期待到放弃,阿条在经历最后一次试探并被无视后，决定不再主动，关系从单向期待转为接受冰冷现实，两人进入全面冷处理阶段。,,chapter_artifact_delta,,0,2026-07-02T05:13:34.901+00:00,2026-07-02T05:32:00.813+00:00
cmr320ixf0b21v16zet9u9mzg,cmr23pgks000fv16zpwg1ms38,cmr23zj690056v16zdqv9w7de,cmr23zj4j004tv16zlc1ewt6u,cmr23zj58004wv16zpaestpwt,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc501rwv16zvt0vmmu0,16,知情盟友,李晴向阿条提供小菲昨日异常情报，并答应聚餐时坐在阿条旁边；两人从单纯的关心升级为情报共享、攻守互助的盟友关系。,,chapter_artifact_delta,,0,2026-07-02T05:18:35.475+00:00,2026-07-02T06:23:34.880+00:00
cmr320ixi0b22v16zf33m4909,cmr23pgks000fv16zpwg1ms38,,cmr23zj4j004tv16zlc1ewt6u,cmr23zj5u0052v16zbgy6zbi1,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc501rwv16zvt0vmmu0,16,暗中试探与防御,小菲以咖啡为道具主动试探阿条，阿条识破后反问，两人表面客气但形成试探与反试探的暗中较劲关系。,,chapter_artifact_delta,,0,2026-07-02T05:18:35.478+00:00,2026-07-02T06:23:34.882+00:00
cmr32hsbz0b6dv16zl80p9dr8,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoc901ryv16zxu2sbz7r,18,猜疑拉扯僵局,阿条按掉电话并已读不回，单方面关闭通道；阿力将感知到拒绝，两人进入互相试探与猜测的阶段，明天工作合作将加剧张力。,,chapter_artifact_delta,,0,2026-07-02T05:32:00.814+00:00,2026-07-02T05:39:52.071+00:00
cmr32rvyh0b99v16zq8pn1yxh,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocb01rzv16zba9tkamt,19,冰冷拉扯,阿条主动试探遭回避，信任崩塌，关系从表面和谐转为仅维持工作交流，充满防备与冷漠，为后续强制合作埋下对抗张力。,,chapter_artifact_delta,,0,2026-07-02T05:39:52.073+00:00,2026-07-02T05:54:39.155+00:00
cmr331fj40bbuv16zdt3w8m33,cmr23pgks000fv16zpwg1ms38,,cmr23zj4y004uv16zh1dm72nm,cmr23zj4j004tv16zlc1ewt6u,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocd01s0v16zaocty107,20,彻底公事化,阿力通过邮件流程和拒绝私下沟通，将两人关系完全降级为流程化的职场协作。,,chapter_artifact_delta,,0,2026-07-02T05:47:17.344+00:00,2026-07-06T02:31:33.549+00:00
cmr33awfp0befv16zw9cir1w0,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocf01s1v16zorowoe4i,21,信任崩溃，主动切割,阿条当面对峙后，阿力仍然回避并因神秘电话离开，阿条心冷，决定不再追问，将关系转为彻底冷漠，准备独立行动。,,chapter_artifact_delta,,0,2026-07-02T05:54:39.157+00:00,2026-07-02T06:03:02.950+00:00
cmr33lp5z0bhiv16zxwp0zlhv,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zoch01s2v16zud5yqsvh,22,暗中调查与信任崩溃,阿条对阿力信任彻底破裂，表面维持同事疏离，私下开始调查其隐藏联系人。,,chapter_artifact_delta,,0,2026-07-02T06:03:02.951+00:00,2026-07-02T06:09:32.861+00:00
cmr33u20x0bk3v16zu44ikmen,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocj01s3v16zyc692fv8,23,公开对峙证据收集,阿条当面试探并留存证据，两人关系从暗中较劲转为冷漠公开对峙，信任彻底悬空。,,chapter_artifact_delta,,0,2026-07-02T06:09:32.865+00:00,2026-07-02T06:17:09.540+00:00
cmr343uee0bm7v16zg2qa9pt4,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocl01s4v16zvlgu20mm,24,公开对峙与信任破裂,阿条主动约上天台，出示社交记录证据，阿力否认失败；两人关系从表面冷战转为公开对立，信任不可修复地击碎，全程零交流返回工位。,,chapter_artifact_delta,,0,2026-07-02T06:17:09.542+00:00,2026-07-02T06:23:34.876+00:00
cmr34c3q60bp5v16z5091du3z,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocn01s5v16z4foypq0m,25,公开决裂,阿条在聚餐中通过换座和公事化发言公开划清界限，阿力难堪，同事感知，关系从私下冷战升级为不可逆的公开疏远。,,chapter_artifact_delta,,0,2026-07-02T06:23:34.878+00:00,2026-07-02T06:30:34.512+00:00
cmr34c3q90bp6v16zhwzceysd,cmr23pgks000fv16zpwg1ms38,cmr23zj690056v16zdqv9w7de,cmr23zj4j004tv16zlc1ewt6u,cmr23zj58004wv16zpaestpwt,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocn01s5v16z4foypq0m,25,加深信任,李晴主动询问阿条，阿条表示有话但今天不说，李晴继续支持，盟友关系更加紧密。,,chapter_artifact_delta,,1,2026-07-02T06:23:34.881+00:00,2026-07-02T06:23:34.881+00:00
cmr34c3qc0bp7v16zq7r13i9d,cmr23pgks000fv16zpwg1ms38,,cmr23zj4j004tv16zlc1ewt6u,cmr23zj5u0052v16zbgy6zbi1,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocn01s5v16z4foypq0m,25,主导权转换,阿条在被小菲接近后通过换座和主动话题掌控局面，小菲表现出不自然，阿条建立防御性主导。,,chapter_artifact_delta,,1,2026-07-02T06:23:34.884+00:00,2026-07-02T06:23:34.884+00:00
cmr34l3iq0brpv16z2kh7d55r,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocp01s6v16z2iksh8ll,26,公开决裂,阿条在会议室当众揭露谎言并宣布成为陌生人，两人关系从表面疏远升级为彻底公开决裂，同事见证。,,chapter_artifact_delta,,0,2026-07-02T06:30:34.514+00:00,2026-07-02T06:37:53.180+00:00
cmr34uhzy0buav16znv455pw6,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocr01s7v16zu5ywg96j,27,公开冰冻,团建中阿条全程无视阿力，同事私下议论，两人关系在同事眼中彻底冰冻，无直接交流。,,chapter_artifact_delta,,0,2026-07-02T06:37:53.182+00:00,2026-07-02T06:50:41.505+00:00
cmr35ayub0bynv16zrm744yr1,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocv01s9v16zuaz9jx84,29,公开决裂,木栈道对峙后，阿条宣布从下周一起两人是认真的陌生人，摔碎信物，关系彻底终结。,,chapter_artifact_delta,,0,2026-07-02T06:50:41.507+00:00,2026-07-02T07:00:42.816+00:00
cmr35nutg0c1fv16zdxgbprll,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocw01sav16z8wprb5vx,30,切割完成，等待摊牌,阿条删除所有数字联系，完成物理切割，发出最终消息，准备迫使阿力正面回应。,,chapter_artifact_delta,,0,2026-07-02T07:00:42.819+00:00,2026-07-02T07:08:48.875+00:00
cmr35y9v10c4pv16zh7sn6rwz,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zocy01sbv16zja8tq08e,31,从秘密关系转向公开同事关系,阿条在天台摊牌后宣布今后只保持同事关系，不再私下接触。,,chapter_artifact_delta,,0,2026-07-02T07:08:48.877+00:00,2026-07-02T07:18:14.941+00:00
cmr36aen30c7yv16zwwb0457x,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zod001scv16zh2hhfj2q,32,彻底破裂,阿力撒谎被拆穿后推卸责任，阿条失望离开，两人关系终结。,,chapter_artifact_delta,,0,2026-07-02T07:18:14.943+00:00,2026-07-02T07:22:57.481+00:00
cmr36ggng0ca4v16z5y2iyx9r,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zod201sdv16zyjm3gz4z,33,彻底破裂,阿条单方面发送绝情短信并删除所有联系，信任碎成三个字，关系不可逆终结。,,chapter_artifact_delta,,0,2026-07-02T07:22:57.484+00:00,2026-07-06T01:53:21.005+00:00
cmr8kfzov0d2gv16zbzqhiblq,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr24zod401sev16zgn0j08q9,34,彻底破裂后零交流,两人全天零接触，无对话、无眼神交流，通过空间回避维持距离。同事开始察觉异样，关系从秘密裂痕走向公开冷场。,,chapter_artifact_delta,,0,2026-07-06T01:53:21.007+00:00,2026-07-06T02:04:07.510+00:00
cmr8ktujc0d7ev16zcugvutus,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr252ped020zv16zhk3ez4ic,36,制度性隔离,两人关系从冷战期的无声回避升级为完全依赖便签、邮件和批注的纯职务合作，全天零语言交流，私人暗号体系彻底失效。,,chapter_artifact_delta,,0,2026-07-06T02:04:07.512+00:00,2026-07-06T02:09:45.246+00:00
cmr8l134w0dafv16zz246wpc0,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr252pef0210v16zltbhbtdh,37,阿条执行切割，关系降为纯公务,阿条通过取消特别关注、改备注、清空记录等行动，从内心放弃期待，两人互动彻底公务化，阿力未做任何挽回表现。,,chapter_artifact_delta,,0,2026-07-06T02:09:45.248+00:00,2026-07-06T02:17:10.918+00:00
cmr8lan0o0ddmv16z5r1udz2t,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr252peh0211v16zss2kflem,38,试探准备,阿条发现阿力可能在找退路，决定放弃直接对峙，转为通过查证和红裙试探来获取答案，关系进入单方面验证阶段。,,chapter_artifact_delta,,0,2026-07-06T02:17:10.920+00:00,2026-07-06T02:24:19.545+00:00
cmr8ljtr00dg6v16zbu3ebpbl,cmr23pgks000fv16zpwg1ms38,cmr23zj680055v16zk7wavd5w,cmr23zj4j004tv16zlc1ewt6u,cmr23zj4y004uv16zh1dm72nm,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr252pei0212v16zr43naa61,39,单方面封闭,阿条通过删除聊天记录、关机、拉窗帘，象征性斩断联系，从被动切割转为主动封闭。,,chapter_artifact_delta,,1,2026-07-06T02:24:19.548+00:00,2026-07-06T02:24:19.548+00:00
cmr8lt4mn0djcv16z1d4q9aae,cmr23pgks000fv16zpwg1ms38,,cmr23zj4y004uv16zh1dm72nm,cmr23zj4j004tv16zlc1ewt6u,legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d,cmr252pek0213v16zuwcfd0ck,40,彻底孤立化,阿力通过申请单人间，从制度化公务隔离升级为物理空间完全隔绝，断绝一切非正式接触渠道。,,chapter_artifact_delta,,1,2026-07-06T02:31:33.551+00:00,2026-07-06T02:31:33.551+00:00
