id,novelId,chapterId,sourceSnapshotId,sourceType,sourceStage,proposalType,riskLevel,status,summary,payloadJson,evidenceJson,validationNotesJson,committedVersionId,createdAt,updatedAt
cmr261x1t048vv16zwadc9ccw,cmr23pgks000fv16zpwg1ms38,cmr24zoaz01rhv16zmcjv20hl,cmr261wze048bv16zho19qw9d,chapter_background_sync,chapter_execution,information_disclosure,high,pending_review,"Information state changed around ""阿力记得她入职以来被王总点名的次数"" in chapter 1","{""holderType"":""character"",""holderRefId"":null,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""fact"":""阿力记得她入职以来被王总点名的次数"",""status"":""known""}","[""阿条通过便签回忆获悉。"",""阿力记得她入职以来被王总点名的次数""]","[""requires manual review""]",,2026-07-01T14:23:52.721+00:00,2026-07-01T14:23:52.721+00:00
cmr261x1u048wv16z7y3psnza,cmr23pgks000fv16zpwg1ms38,cmr24zoaz01rhv16zmcjv20hl,cmr261wze048bv16zho19qw9d,chapter_background_sync,chapter_execution,information_disclosure,high,pending_review,"Information state changed around ""陈默曾说过阿力对她不同"" in chapter 1","{""holderType"":""character"",""holderRefId"":null,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""fact"":""陈默曾说过阿力对她不同"",""status"":""known""}","[""阿条在储物间内想起这句话。"",""陈默曾说过阿力对她不同""]","[""requires manual review""]",,2026-07-01T14:23:52.722+00:00,2026-07-01T14:23:52.722+00:00
cmr261x1w048xv16zniznrk51,cmr23pgks000fv16zpwg1ms38,cmr24zoaz01rhv16zmcjv20hl,cmr261wze048bv16zho19qw9d,chapter_background_sync,chapter_execution,information_disclosure,medium,pending_review,"Information state changed around ""阿力与阿条在茶水间储物隔间有亲密接触，但同事未发现"" in chapter 1","{""holderType"":""reader"",""holderRefId"":null,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""fact"":""阿力与阿条在茶水间储物隔间有亲密接触，但同事未发现"",""status"":""known""}","[""读者知道了这个秘密。"",""阿力与阿条在茶水间储物隔间有亲密接触，但同事未发现""]","[""requires manual review""]",,2026-07-01T14:23:52.724+00:00,2026-07-01T14:23:52.724+00:00
cmr269ssq04bfv16z0nir538j,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,character_state_update,low,committed,阿条 runtime state advanced in chapter 2,"{""characterId"":""cmr23zj4j004tv16zlc1ewt6u"",""characterName"":""阿条"",""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""currentState"":""阿条成功扮演陌生人后获得阿力认可，开始享受秘密游戏刺激，但面对邀约时仍紧张迟疑。"",""currentGoal"":""决定如何回应阿力的夜晚邀约"",""emotion"":""兴奋、紧张"",""pressure"":65}","[""阿条成功扮演陌生人后获得阿力认可，开始享受秘密游戏刺激，但面对邀约时仍紧张迟疑。"",""goal=决定如何回应阿力的夜晚邀约"",""emotion=兴奋、紧张"",""阿条盯着屏幕上“已发送”三个字，把左手从键盘上移开，才发现指尖还在微微发颤""]",[],cmr269su104bqv16zyr9deqv3,2026-07-01T14:30:00.458+00:00,2026-07-01T14:30:00.508+00:00
cmr269ssu04bgv16z0zhmeeqa,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,character_state_update,low,committed,阿力 runtime state advanced in chapter 2,"{""characterId"":""cmr23zj4y004uv16zh1dm72nm"",""characterName"":""阿力"",""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""currentState"":""阿力继续主导暧昧节奏，用暗语和邀约巩固同谋关系，表面温和但目的不明。"",""currentGoal"":""维持暧昧关系并推进亲密程度"",""emotion"":""轻松、掌控"",""pressure"":30}","[""阿力继续主导暧昧节奏，用暗语和邀约巩固同谋关系，表面温和但目的不明。"",""goal=维持暧昧关系并推进亲密程度"",""emotion=轻松、掌控"",""在茶水间隔间里被阿力按在墙上吻过的二十分钟后，她坐在工位上，跟同事讨论午饭吃什么，语气、表情、节奏，全对""]",[],cmr269su104bqv16zyr9deqv3,2026-07-01T14:30:00.462+00:00,2026-07-01T14:30:00.508+00:00
cmr269ssx04bhv16zucvreer6,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,character_state_update,low,committed,小菲 runtime state advanced in chapter 2,"{""characterId"":""cmr23zj5u0052v16zbgy6zbi1"",""characterName"":""小菲"",""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""currentState"":""小菲尝试试探阿条，被敷衍后虽未放弃，但暂被蒙混。"",""currentGoal"":""打探阿条与阿力的真实关系"",""emotion"":""怀疑、好奇"",""pressure"":20}","[""小菲尝试试探阿条，被敷衍后虽未放弃，但暂被蒙混。"",""goal=打探阿条与阿力的真实关系"",""emotion=怀疑、好奇"",""工位隔板那头，小菲正对着电话甜甜地说“好的呀，我马上查一下呢”，声音拖得又软又长""]",[],cmr269su104bqv16zyr9deqv3,2026-07-01T14:30:00.465+00:00,2026-07-01T14:30:00.508+00:00
cmr269st104biv16zzz0n25iw,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,conflict_update,low,committed,"Conflict ""阿力 goal changed"" was touched in chapter 2","{""conflictId"":""cmr269srx04bev16z66bf2ywy"",""conflictKey"":""character_goal_shift:cmr23zj4y004uv16zh1dm72nm"",""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""status"":""open"",""severity"":""medium"",""summary"":""阿力 current goal changed from \""维持职场安稳，维持与阿条的暧昧关系（推测）\"" to \""维持暧昧关系并推进亲密程度\"". Confirm this chapter includes a clear transition trigger.""}","[""阿力 current goal changed from \""维持职场安稳，维持与阿条的暧昧关系（推测）\"" to \""维持暧昧关系并推进亲密程度\"". Confirm this chapter includes a clear transition trigger."",""If this is an intentional turn, make the trigger explicit in the chapter or plan. Otherwise restore the prior goal."",""Previous goal: 维持职场安稳，维持与阿条的暧昧关系（推测）""]",[],cmr269su104bqv16zyr9deqv3,2026-07-01T14:30:00.469+00:00,2026-07-01T14:30:00.508+00:00
cmr269st304bjv16zxkvspdvz,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,conflict_update,low,committed,"Conflict ""阿条 goal changed"" was touched in chapter 2","{""conflictId"":""cmr269sru04bdv16zzmgie1b5"",""conflictKey"":""character_goal_shift:cmr23zj4j004tv16zlc1ewt6u"",""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""status"":""open"",""severity"":""medium"",""summary"":""阿条 current goal changed from \""在杭州站稳脚跟，拥有自己的生活，同时隐藏与阿力的暧昧关系\"" to \""决定如何回应阿力的夜晚邀约\"". Confirm this chapter includes a clear transition trigger.""}","[""阿条 current goal changed from \""在杭州站稳脚跟，拥有自己的生活，同时隐藏与阿力的暧昧关系\"" to \""决定如何回应阿力的夜晚邀约\"". Confirm this chapter includes a clear transition trigger."",""If this is an intentional turn, make the trigger explicit in the chapter or plan. Otherwise restore the prior goal."",""Previous goal: 在杭州站稳脚跟，拥有自己的生活，同时隐藏与阿力的暧昧关系""]",[],cmr269su104bqv16zyr9deqv3,2026-07-01T14:30:00.471+00:00,2026-07-01T14:30:00.508+00:00
cmr269st404bkv16zock9vcrt,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,event_record,low,committed,Chapter 2 event record,"{""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""chapterTitle"":""陌生演技"",""keyEvents"":[""阿条盯着屏幕上“已发送”三个字，把左手从键盘上移开，才发现指尖还在微微发颤"",""阿条深吸一口气，把视线拽回屏幕"",""阿条看着那块屏幕，脑子里空白了一秒"",""在茶水间隔间里被阿力按在墙上吻过的二十分钟后，她坐在工位上，跟同事讨论午饭吃什么，语气、表情、节奏，全对"",""电梯门打开的时候，她看见了阿力""]}","[""阿条盯着屏幕上“已发送”三个字，把左手从键盘上移开，才发现指尖还在微微发颤"",""阿条深吸一口气，把视线拽回屏幕"",""阿条看着那块屏幕，脑子里空白了一秒"",""在茶水间隔间里被阿力按在墙上吻过的二十分钟后，她坐在工位上，跟同事讨论午饭吃什么，语气、表情、节奏，全对"",""电梯门打开的时候，她看见了阿力""]",[],cmr269su104bqv16zyr9deqv3,2026-07-01T14:30:00.472+00:00,2026-07-01T14:30:00.508+00:00
cmr269st604blv16zzx4svxdy,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,information_disclosure,high,pending_review,"Information state changed around ""阿条声称没注意阿力，但她吃不准真假。"" in chapter 2","{""holderType"":""character"",""holderRefId"":null,""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""fact"":""阿条声称没注意阿力，但她吃不准真假。"",""status"":""unknown""}","[""小菲怀疑但信息不足。"",""阿条声称没注意阿力，但她吃不准真假。""]","[""requires manual review""]",,2026-07-01T14:30:00.474+00:00,2026-07-01T14:30:00.474+00:00
cmr269st704bmv16zt2u7cna9,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,information_disclosure,medium,pending_review,"Information state changed around ""阿力用“演得不错”认可阿条，两人成为秘密共犯。"" in chapter 2","{""holderType"":""reader"",""holderRefId"":null,""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""fact"":""阿力用“演得不错”认可阿条，两人成为秘密共犯。"",""status"":""known""}","[""读者得知两人默契升级。"",""阿力用“演得不错”认可阿条，两人成为秘密共犯。""]","[""requires manual review""]",,2026-07-01T14:30:00.475+00:00,2026-07-01T14:30:00.475+00:00
cmr269st904bnv16zns65jbnz,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,chapter_background_sync,chapter_execution,information_disclosure,medium,pending_review,"Information state changed around ""阿力发出夜晚邀约，阿条未即时回复。"" in chapter 2","{""holderType"":""reader"",""holderRefId"":null,""chapterId"":""cmr24zob501riv16zlk7xxqvy"",""chapterOrder"":2,""fact"":""阿力发出夜晚邀约，阿条未即时回复。"",""status"":""known""}","[""读者处于悬念，期待后续发展。"",""阿力发出夜晚邀约，阿条未即时回复。""]","[""requires manual review""]",,2026-07-01T14:30:00.477+00:00,2026-07-01T14:30:00.477+00:00
cmr269stc04bov16z6qc4y2zm,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,,chapter_background_sync,chapter_execution,character_resource_update,low,pending_review,红绳银坠 resource delta in chapter 2,"{""resourceKey"":""红绳银坠:cmr23zj4j004tv16zlc1ewt6u"",""resourceName"":""红绳银坠"",""chapterOrder"":2,""resourceType"":""physical_item"",""narrativeFunction"":""hidden_card"",""updateType"":""revealed"",""ownerType"":""character"",""ownerId"":""cmr23zj4j004tv16zlc1ewt6u"",""ownerName"":""阿条"",""holderCharacterId"":""cmr23zj4j004tv16zlc1ewt6u"",""holderCharacterName"":""阿条"",""previousHolderCharacterId"":null,""statusAfter"":""available"",""visibilityAfter"":{""readerKnows"":true,""holderKnows"":true,""knownByCharacterIds"":[""cmr23zj4j004tv16zlc1ewt6u""]},""summary"":""阿条腕戴红绳银坠，紧张时捻搓以平复情绪，本章揭示其作为安抚物。"",""narrativeImpact"":""可能象征她的情感寄托或心理防线。"",""expectedFutureUse"":""后续可能在关键时刻被触碰或赋予意义。"",""expectedUseStartChapterOrder"":null,""expectedUseEndChapterOrder"":null,""constraints"":[],""confidence"":0.8,""syncContentHash"":""1244e1f4a8f5d5cc339d9d12""}","[""阿条在电梯、餐厅、工位多次捻红绳银坠。"",""阿条模仿阿力捻手链动作后意识到。""]","[""resource update requires manual review""]",,2026-07-01T14:30:00.480+00:00,2026-07-01T14:30:00.480+00:00
cmr269ste04bpv16zzfqudzda,cmr23pgks000fv16zpwg1ms38,cmr24zob501riv16zlk7xxqvy,,chapter_background_sync,chapter_execution,character_resource_update,low,pending_review,皮绳手链 resource delta in chapter 2,"{""resourceKey"":""皮绳手链:cmr23zj4y004uv16zh1dm72nm"",""resourceName"":""皮绳手链"",""chapterOrder"":2,""resourceType"":""physical_item"",""narrativeFunction"":""hidden_card"",""updateType"":""introduced"",""ownerType"":""character"",""ownerId"":""cmr23zj4y004uv16zh1dm72nm"",""ownerName"":""阿力"",""holderCharacterId"":""cmr23zj4y004uv16zh1dm72nm"",""holderCharacterName"":""阿力"",""previousHolderCharacterId"":null,""statusAfter"":""available"",""visibilityAfter"":{""readerKnows"":true,""holderKnows"":true,""knownByCharacterIds"":[""cmr23zj4y004uv16zh1dm72nm"",""cmr23zj4j004tv16zlc1ewt6u""]},""summary"":""阿力左手腕常戴棕色皮绳手链，捻动小银珠是其习惯动作，本章被阿条特别留意。"",""narrativeImpact"":""可能暗示他的某种性格或秘密。"",""expectedFutureUse"":""阿条未来或借手链察觉阿力状态变化。"",""expectedUseStartChapterOrder"":null,""expectedUseEndChapterOrder"":null,""constraints"":[],""confidence"":0.8,""syncContentHash"":""1244e1f4a8f5d5cc339d9d12""}","[""电梯中阿力捻手链，阿条注意到。"",""阿条后来无意识模仿该动作。""]","[""resource update requires manual review""]",,2026-07-01T14:30:00.482+00:00,2026-07-01T14:30:00.482+00:00
cmr26ff0404env16z0v0v386t,cmr23pgks000fv16zpwg1ms38,cmr24zob701rjv16zoa3pmbkg,cmr26feyn04ebv16zh84ifjuv,chapter_background_sync,chapter_execution,character_state_update,low,committed,阿条 runtime state advanced in chapter 3,"{""characterId"":""cmr23zj4j004tv16zlc1ewt6u"",""characterName"":""阿条"",""chapterId"":""cmr24zob701rjv16zoa3pmbkg"",""chapterOrder"":3,""currentState"":""阿条从天台夜谈中完成心理转变，从被动卷入者变成规则制定者，主动投入秘密关系。"",""currentGoal"":""执行三条秘密关系规则，开始构建暗号库。"",""emotion"":""坚定中带着暗藏的兴奋和恐惧"",""pressure"":55}","[""阿条从天台夜谈中完成心理转变，从被动卷入者变成规则制定者，主动投入秘密关系。"",""goal=执行三条秘密关系规则，开始构建暗号库。"",""emotion=坚定中带着暗藏的兴奋和恐惧"",""阿条没有立刻回复""]",[],cmr26ff2304eyv16z6rsut56e,2026-07-01T14:34:22.516+00:00,2026-07-01T14:34:22.589+00:00
cmr26ff0904eov16zo9ka2j0q,cmr23pgks000fv16zpwg1ms38,cmr24zob701rjv16zoa3pmbkg,cmr26feyn04ebv16zh84ifjuv,chapter_background_sync,chapter_execution,character_state_update,low,committed,阿力 runtime state advanced in chapter 3,"{""characterId"":""cmr23zj4y004uv16zh1dm72nm"",""characterName"":""阿力"",""chapterId"":""cmr24zob701rjv16zoa3pmbkg"",""chapterOrder"":3,""currentState"":""阿力接受阿条制定的规则，确认她的自愿，关系进入新阶段。"",""currentGoal"":""配合秘密关系规则，维持暧昧并探索进一步亲密"",""emotion"":""认真、意外、满足"",""pressure"":40}","[""阿力接受阿条制定的规则，确认她的自愿，关系进入新阶段。"",""goal=配合秘密关系规则，维持暧昧并探索进一步亲密"",""emotion=认真、意外、满足"",""屏幕亮起，微信消息还停留在阿力那句“今晚有空吗""]",[],cmr26ff2304eyv16z6rsut56e,2026-07-01T14:34:22.521+00:00,2026-07-01T14:34:22.589+00:00
cmr26ff0d04epv16zxcbp9ls3,cmr23pgks000fv16zpwg1ms38,cmr24zob701rjv16zoa3pmbkg,cmr26feyn04ebv16zh84ifjuv,chapter_background_sync,chapter_execution,conflict_update,low,committed,"Conflict ""阿力 goal changed"" was touched in chapter 3","{""conflictId"":""cmr26fezh04emv16zylkqz264"",""conflictKey"":""character_goal_shift:cmr23zj4y004uv16zh1dm72nm"",""chapterId"":""cmr24zob701rjv16zoa3pmbkg"",""chapterOrder"":3,""status"":""open"",""severity"":""medium"",""summary"":""阿力 current goal changed from \""维持暧昧关系并推进亲密程度\"" to \""配合秘密关系规则，维持暧昧并探索进一步亲密\"". Confirm this chapter includes a clear transition trigger.""}","[""阿力 current goal changed from \""维持暧昧关系并推进亲密程度\"" to \""配合秘密关系规则，维持暧昧并探索进一步亲密\"". Confirm this chapter includes a clear transition trigger."",""If this is an intentional turn, make the trigger explicit in the chapter or plan. Otherwise restore the prior goal."",""Previous goal: 维持暧昧关系并推进亲密程度""]",[],cmr26ff2304eyv16z6rsut56e,2026-07-01T14:34:22.525+00:00,2026-07-01T14:34:22.589+00:00
