id,snapshotId,title,summary,status,setupChapterId,payoffChapterId,createdAt,updatedAt
cmr27yo2a04yxv16z115dpy9w,cmr27yo1p04ynv16zhjb497sh,终将暴露的预感,阿条深夜预感未来某天可能连眼神都传递不出去，暴露的恐惧进一步强化。,pending_payoff,cmr24zobd01rmv16z1nhh9ss5,,2026-07-01T15:17:20.337+00:00,2026-07-01T15:17:20.337+00:00
cmr27yo2a04yyv16z8eot4iq0,cmr27yo1p04ynv16zhjb497sh,预见眼神断裂,阿条在孤独中预感到未来某天连眼神暗语都可能失去，为后续信任危机与猜疑种下种子。,setup,cmr24zobh01rov16z0c34j46e,,2026-07-01T15:17:20.337+00:00,2026-07-01T15:17:20.337+00:00
cmr284zxn051jv16zbatm8fba,cmr284zx4051cv16zc77oi5jc,同事日渐增长的怀疑,李晴直接试探阿条并留意阿力行为，同时可能已在私下联系阿力，同事怀疑正式浮上水面。,paid_off,cmr24zobh01rov16z0c34j46e,,2026-07-01T15:22:15.659+00:00,2026-07-01T15:22:15.659+00:00
cmr284zxn051kv16zkd5m9v8x,cmr284zx4051cv16zc77oi5jc,预见眼神断裂,阿力拒绝接文件，全程未与阿条进行眼神接触，进一步验证了阿条对失去眼神暗号的预感。,hinted,cmr24zobh01rov16z0c34j46e,,2026-07-01T15:22:15.659+00:00,2026-07-01T15:22:15.659+00:00
cmr284zxn051lv16zmp1mbzxj,cmr284zx4051cv16zc77oi5jc,终将暴露的预感,李晴的试探与同事的注意让暴露风险升高，阿条内心紧张。,pending_payoff,cmr24zobh01rov16z0c34j46e,,2026-07-01T15:22:15.659+00:00,2026-07-01T15:22:15.659+00:00
cmr284zxn051mv16zk6i6uyic,cmr284zx4051cv16zc77oi5jc,冷落突然降临的铺垫,阿力今日的冷拒绝和回避为后续阿条的冷落与谎言发酵提供铺垫。,setup,cmr24zobj01rpv16zet3olxnq,,2026-07-01T15:22:15.659+00:00,2026-07-01T15:22:15.659+00:00
cmr28ct4x054tv16zj4b4rc0z,cmr28ct4i054lv16zo559rqej,冷落突然降临与谎言发酵,阿力持续回避和拒绝，阿条猜疑萌芽，本章已兑现冷落降临。,paid_off,cmr24zobj01rpv16zet3olxnq,,2026-07-01T15:28:20.097+00:00,2026-07-01T15:28:20.097+00:00
cmr28ct4x054uv16zmqunnm2n,cmr28ct4i054lv16zo559rqej,预见眼神断裂,阿力在食堂全程无眼神接触，眼神断裂加剧。,pending_payoff,cmr24zobj01rpv16zet3olxnq,,2026-07-01T15:28:20.097+00:00,2026-07-01T15:28:20.097+00:00
cmr28ct4x054vv16zv1qg4aya,cmr28ct4i054lv16zo559rqej,冷落突然降临的铺垫,铺垫已到位，冷落在本章正式降临。,paid_off,cmr24zobj01rpv16zet3olxnq,,2026-07-01T15:28:20.097+00:00,2026-07-01T15:28:20.097+00:00
cmr28mpu305a7v16zj22yl4j8,cmr261wze048bv16zho19qw9d,秘密关系伪装,秘密关系的伪装在茶水间事件后继续，两人在同事面前表演陌生人。,pending_payoff,cmr24zoaz01rhv16zmcjv20hl,,2026-07-01T15:36:02.379+00:00,2026-07-01T15:36:02.379+00:00
cmr28mpu405a8v16zkxsqwinl,cmr261wze048bv16zho19qw9d,阿条禁忌意识,阿条明确说出“我们不能这样”，禁忌意识建立。,pending_payoff,cmr24zoaz01rhv16zmcjv20hl,,2026-07-01T15:36:02.379+00:00,2026-07-01T15:36:02.379+00:00
cmr28mpu405a9v16zuknc6k89,cmr261wze048bv16zho19qw9d,暗语系统扩展,阿力使用新暗语“你稳？”，暗语系统扩展。,hinted,cmr24zoaz01rhv16zmcjv20hl,,2026-07-01T15:36:02.379+00:00,2026-07-01T15:36:02.379+00:00
cmr30u04x0am5v16zwgcxdqov,cmr30u04i0alyv16ziqkumb3b,阿力真实态度,阿力的回避行为更加明显，真实态度仍扑朔迷离。,pending_payoff,cmr24zoaz01rhv16zmcjv20hl,,2026-07-02T04:45:31.569+00:00,2026-07-02T04:45:31.569+00:00
cmr30u04x0am6v16z5u5563ie,cmr30u04i0alyv16ziqkumb3b,眼神断裂,电梯中阿力简短对视后即移开目光，眼神断裂进一步加剧。,pending_payoff,cmr24zobt01rqv16zbto61e2r,,2026-07-02T04:45:31.569+00:00,2026-07-02T04:45:31.569+00:00
cmr30u04x0am7v16z6k1an6bo,cmr30u04i0alyv16ziqkumb3b,同事怀疑升级,李晴注意到阿条黑眼圈和阿力话少，但尚未产生明确怀疑。,pending_payoff,cmr24zobj01rpv16zet3olxnq,,2026-07-02T04:45:31.569+00:00,2026-07-02T04:45:31.569+00:00
cmr30u04x0am8v16zgrbpr26k,cmr30u04i0alyv16ziqkumb3b,陈默干扰,阿条确认参加陈默聚会，旧友联系即将成为现实干扰。,pending_payoff,cmr24zoaz01rhv16zmcjv20hl,,2026-07-02T04:45:31.569+00:00,2026-07-02T04:45:31.569+00:00
cmr30u04x0am9v16zx3k9si4z,cmr30u04i0alyv16ziqkumb3b,测试阿力计划,阿条在失眠中决定不再提问而要设计测试，为新冲突埋下伏笔。,setup,cmr24zobw01rrv16zsmqcorpc,,2026-07-02T04:45:31.569+00:00,2026-07-02T04:45:31.569+00:00
cmr314mc40apdv16zostnhagi,cmr314mbp0ap4v16zn1dhge8z,阿条等待解释的执念,阿条决心不退出，等待阿力解释，为后续冲突铺垫。,setup,cmr24zoby01rsv16zxnuxclfi,,2026-07-02T04:53:46.900+00:00,2026-07-02T04:53:46.900+00:00
cmr314mc40apev16zm7yxxiub,cmr314mbp0ap4v16zn1dhge8z,阿力彻底疏远升级,阿力将社交互动完全切为陌生人模式，可能引发反弹。,hinted,cmr24zoby01rsv16zxnuxclfi,,2026-07-02T04:53:46.900+00:00,2026-07-02T04:53:46.900+00:00
cmr314mc40apfv16z6k0pbcw6,cmr314mbp0ap4v16zn1dhge8z,陈默聚会干扰,阿力受邀未回复，聚会可能在下一章成为冲突场景。,pending_payoff,cmr24zoby01rsv16zxnuxclfi,,2026-07-02T04:53:46.900+00:00,2026-07-02T04:53:46.900+00:00
cmr31ctc00asyv16z6rzqk5cd,cmr31ctbm0asrv16z7xp7iw0m,同事怀疑升级,小菲与李晴的议论使怀疑具体化，几乎指向阿条，升级为明确的同事议论危机。,pending_payoff,cmr24zobj01rpv16zet3olxnq,,2026-07-02T05:00:09.216+00:00,2026-07-02T05:00:09.216+00:00
cmr31ctc00aszv16zngps47vs,cmr31ctbm0asrv16z7xp7iw0m,阿条等待解释的执念,阿条在回避中仍坚持等待解释，执念强化，成为后续爆发质问的动力。,setup,cmr24zoby01rsv16zxnuxclfi,,2026-07-02T05:00:09.216+00:00,2026-07-02T05:00:09.216+00:00
cmr31ctc00at0v16zc9u8q8v2,cmr31ctbm0asrv16z7xp7iw0m,陈默聚会干扰,陈默发来聚会提醒，阿条未回复，聚会即将成为压力场景。,pending_payoff,cmr24zoby01rsv16zxnuxclfi,,2026-07-02T05:00:09.216+00:00,2026-07-02T05:00:09.216+00:00
cmr31ctc00at1v16z41egg7it,cmr31ctbm0asrv16z7xp7iw0m,阿力彻底疏远升级,阿力突然私下联系阿条，疏远行为出现松动，可能进入转折或爆发前夕。,pending_payoff,cmr24zobt01rqv16zbto61e2r,,2026-07-02T05:00:09.216+00:00,2026-07-02T05:00:09.216+00:00
cmr31m5su0avkv16zgeg1nz6e,cmr31m5sk0avcv16zxfztsnkr,阿条等待解释的执念,执念已在质问中爆发，但未得到答案，转化为更沉重的失望，继续积蓄。,pending_payoff,cmr24zoc101ruv16zr0qqiis6,,2026-07-02T05:07:25.278+00:00,2026-07-02T05:07:25.278+00:00
cmr31m5su0avlv16zwcsl7d77,cmr31m5sk0avcv16zxfztsnkr,阿力彻底疏远升级,疏远从公开场合蔓延到私人微信，已读不回标志着疏远升级到新高度。,pending_payoff,cmr24zoc101ruv16zr0qqiis6,,2026-07-02T05:07:25.278+00:00,2026-07-02T05:07:25.278+00:00
cmr31m5su0avmv16zqp7zc25z,cmr31m5sk0avcv16zxfztsnkr,第一次信任危机与激烈争吵,文字争吵作为首次主动冲突，虽未激烈但火药味浓，为更大争吵铺垫。,pending_payoff,cmr24zoc101ruv16zr0qqiis6,,2026-07-02T05:07:25.278+00:00,2026-07-02T05:07:25.278+00:00
cmr31u2ua0aygv16z5fnns64f,cmr31u2u00ay9v16z0uqj1fsv,阿条戴上面具防御,阿条决心戴上面具应对同事试探，为下一章外界压力做铺垫。,setup,cmr24zoc301rvv16zsof6hdh2,,2026-07-02T05:13:34.690+00:00,2026-07-02T05:13:34.690+00:00
cmr320isp0b1kv16zq2072ltd,cmr320isd0b1gv16zy3msz950,阿条戴上面具防御,阿条通过识破小菲试探并反问，成功将防御姿态外化为主动操作，兑现了戴上面具的伏笔。,paid_off,cmr24zoc301rvv16zsof6hdh2,cmr24zoc501rwv16zvt0vmmu0,2026-07-02T05:18:35.305+00:00,2026-07-02T05:18:35.305+00:00
cmr320isp0b1lv16zc0vlg6zg,cmr320isd0b1gv16zy3msz950,审校问题：小菲目标转变缺失,小菲在本章以咖啡为道具试探阿条，表明其目标已从维持与阿力的同事关系转为关注并调查阿条对阿力态度的影响。,paid_off,cmr24zobd01rmv16z1nhh9ss5,,2026-07-02T05:18:35.305+00:00,2026-07-02T05:18:35.305+00:00
cmr3276tv0b3vv16zpozk4mge,cmr3276tl0b3sv16zkevspf7x,聚餐暴露危机,阿条在团队聚餐中成功保持距离，未引起同事怀疑，但阿力提前离场，暴露风险未完全消除。,pending_payoff,cmr24zoc501rwv16zvt0vmmu0,,2026-07-02T05:23:46.387+00:00,2026-07-02T05:23:46.387+00:00
cmr3276tv0b3wv16ztdymmjxn,cmr3276tl0b3sv16zkevspf7x,深夜手机亮起,阿条在黑暗房间等待，不确定能否等到回应，为第18章手机亮起埋下强烈期待。,setup,cmr24zoc701rxv16z1uyp5r52,,2026-07-02T05:23:46.387+00:00,2026-07-02T05:23:46.387+00:00
cmr32hs8f0b62v16zu6rvuhlg,cmr32hs830b5yv16znw2frbjt,深夜手机亮起,手机震动显示阿力来电，阿条按掉后阅读留言，伏笔兑现。,paid_off,cmr24zoc701rxv16z1uyp5r52,,2026-07-02T05:32:00.687+00:00,2026-07-02T05:32:00.687+00:00
cmr32hs8f0b63v16zb6mz38k1,cmr32hs830b5yv16znw2frbjt,强制合作暴露危机,收到邮件要求每日同步，明早第一次进度对齐，暴露风险陡增。,setup,cmr24zoc901ryv16zxu2sbz7r,,2026-07-02T05:32:00.687+00:00,2026-07-02T05:32:00.687+00:00
cmr331ff50bbcv16ztxviutj1,cmr331fes0bb5v16zv37i6ygc,每日同步暴露,每日午休前进度碰头正式开始，暴露风险从制度上被固定下来。,hinted,cmr24zocd01s0v16zaocty107,,2026-07-02T05:47:17.201+00:00,2026-07-02T05:47:17.201+00:00
cmr331ff50bbdv16z781hngvz,cmr331fes0bb5v16zv37i6ygc,阿力彻底疏远升级,阿力通过流程彻底隔绝私下沟通，疏远状态达到顶峰。,paid_off,cmr24zocd01s0v16zaocty107,,2026-07-02T05:47:17.201+00:00,2026-07-02T05:47:17.201+00:00
cmr33lp110bh0v16zj9d916ed,cmr33lp0r0bgvv16zeme52htz,若若线索,阿条发现阿力与‘若若’的异常联系，成为后续调查和冲突的核心线索。,hinted,cmr24zoch01s2v16zud5yqsvh,,2026-07-02T06:03:02.773+00:00,2026-07-02T06:03:02.773+00:00
cmr33lp110bh1v16zgeq3d720,cmr33lp0r0bgvv16zeme52htz,神秘紧急来电,第21章阿力接听的紧张电话，本章再次出现类似行为，联系人为‘若若’，暗示同一联系。,pending_payoff,cmr24zocf01s1v16zorowoe4i,,2026-07-02T06:03:02.773+00:00,2026-07-02T06:03:02.773+00:00
cmr33u1u80bjev16zmz812k9o,cmr33u1ti0bjav16z3otjgb43,神秘紧急来电,若若消息再次出现，李晴目击新线索，若若身份暴露悬念升级。,pending_payoff,cmr24zoch01s2v16zud5yqsvh,,2026-07-02T06:09:32.624+00:00,2026-07-02T06:09:32.624+00:00
cmr33u1u80bjfv16zzmngs18b,cmr33u1ti0bjav16z3otjgb43,阿条切割冷漠,阿条当面存号码，不发火不追问，切割进入公开证据收集阶段。,pending_payoff,cmr24zoch01s2v16zud5yqsvh,,2026-07-02T06:09:32.624+00:00,2026-07-02T06:09:32.624+00:00
cmr33u1u80bjgv16z3f8izll6,cmr33u1ti0bjav16z3otjgb43,破灭觉醒,阿条确认阿力撒谎，写下“是他写的”，内心清醒决断。,pending_payoff,cmr24zocj01s3v16zyc692fv8,,2026-07-02T06:09:32.624+00:00,2026-07-02T06:09:32.624+00:00
cmr343uam0blrv16zjonrg3fy,cmr343uac0blmv16ztvilmjv6,神秘紧急来电,阿条在质问中直接提及若若相关，阿力谎言被当面戳穿，悬念从若若身份转向阿力为何死守秘密。,hinted,cmr24zocl01s4v16zvlgu20mm,,2026-07-02T06:17:09.406+00:00,2026-07-02T06:17:09.406+00:00
cmr343uam0blsv16z2o4hmbqb,cmr343uac0blmv16ztvilmjv6,阿条切割冷漠,天台对峙后，阿条将切割从私下转为公开，关系进入不可逆陌路。,pending_payoff,cmr24zocl01s4v16zvlgu20mm,,2026-07-02T06:17:09.406+00:00,2026-07-02T06:17:09.406+00:00
cmr343uam0bltv16zz680xueb,cmr343uac0blmv16ztvilmjv6,破灭觉醒,阿条确认阿力当面说谎，内心清醒决断进一步强化，但尚未到达最终崩溃点。,pending_payoff,cmr24zocl01s4v16zvlgu20mm,,2026-07-02T06:17:09.406+00:00,2026-07-02T06:17:09.406+00:00
cmr34c3l00bokv16z9oyny031,cmr34c3ko0bo9v16zv4g93jq3,阿条切割冷漠,本章公开划界，将切割从私下转为公开，同事感知，伏笔部分兑现。,pending_payoff,cmr24zod201sdv16zyjm3gz4z,,2026-07-02T06:23:34.692+00:00,2026-07-02T06:23:34.692+00:00
cmr34c3l00bolv16zpbju3z71,cmr34c3ko0bo9v16zv4g93jq3,破灭觉醒,阿条完成公开划界后感到空虚，内心清醒但尚未崩溃，伏笔继续推进。,pending_payoff,cmr24zod201sdv16zyjm3gz4z,,2026-07-02T06:23:34.692+00:00,2026-07-02T06:23:34.692+00:00
cmr34c3l00bomv16ztzg2ab37,cmr34c3ko0bo9v16zv4g93jq3,秘密半公开危机,本章同事明显感知两人破裂，秘密从模糊异常向半公开危机实质性推进。,pending_payoff,cmr24zoc501rwv16zvt0vmmu0,,2026-07-02T06:23:34.692+00:00,2026-07-02T06:23:34.692+00:00
cmr34l3ds0br7v16z2b8yk82d,cmr34l3df0br3v16z0yhypjym,红绳断裂,红绳断裂暗示阿条与阿力情感连接彻底终结，可能影响后续情绪或行为。,hinted,cmr24zocp01s6v16z2iksh8ll,,2026-07-02T06:30:34.336+00:00,2026-07-02T06:30:34.336+00:00
cmr34uhvd0btsv16z75ywtjpf,cmr34uhv40btnv16zsw7onktd,陈默聚会干扰,阿条确认参加陈默聚会，聚会即将成为决裂后的第一个社交场合。,pending_payoff,cmr24zoc301rvv16zsof6hdh2,,2026-07-02T06:37:53.017+00:00,2026-07-02T06:37:53.017+00:00
cmr34uhve0bttv16zcoylgunc,cmr34uhv40btnv16zsw7onktd,红绳断裂终结,红绳断裂且未捡，象征阿条情感终结。,paid_off,cmr24zocp01s6v16z2iksh8ll,,2026-07-02T06:37:53.017+00:00,2026-07-02T06:37:53.017+00:00
cmr34uhve0btuv16zulmogkhg,cmr34uhv40btnv16zsw7onktd,阿力演示数据危机,王总警告阿力别再出数据口径问题，埋伏后续工作失误可能。,hinted,cmr24zocr01s7v16zu5ywg96j,,2026-07-02T06:37:53.017+00:00,2026-07-02T06:37:53.017+00:00
cmr35aypt0by0v16z0ppuo7oq,cmr35aypc0bxuv16zp7dbzfi5,最终幻灭与决断,阿条在木栈道对峙后彻底幻灭，摔碎信物，宣布从下周一起两人是陌生人，兑现了长期积压的信任崩塌。,paid_off,cmr24zocv01s9v16zuaz9jx84,cmr24zocv01s9v16zuaz9jx84,2026-07-02T06:50:41.345+00:00,2026-07-02T06:50:41.345+00:00
cmr35aypt0by1v16z47xnm1pb,cmr35aypc0bxuv16zp7dbzfi5,信任危机与隐瞒真相,对质进一步加剧，阿力承认备用手机但拒绝公开，若若身份仍成谜，信任危机升级。,pending_payoff,cmr24zocv01s9v16zuaz9jx84,,2026-07-02T06:50:41.345+00:00,2026-07-02T06:50:41.345+00:00
cmr35aypt0by2v16zo3doyo6f,cmr35aypc0bxuv16zp7dbzfi5,陈默聚会干扰,阿条主动联系陈默确认聚会时间，聚会即将成为决裂后第一个社交场合。,pending_payoff,cmr24zocv01s9v16zuaz9jx84,,2026-07-02T06:50:41.345+00:00,2026-07-02T06:50:41.345+00:00
cmr35aypt0by3v16ztdir3pm7,cmr35aypc0bxuv16zp7dbzfi5,若若主动联系阿条,决裂后若若立即发消息给阿条，意图不明，为两人关系增加新的变数。,hinted,cmr24zocv01s9v16zuaz9jx84,,2026-07-02T06:50:41.345+00:00,2026-07-02T06:50:41.345+00:00
cmr35numr0c0vv16z18647j85,cmr35nume0c0qv16zavwu8h97,阿条向若若发出摊牌消息,阿条主动联系若若，发出“团建结束，我们该把自己拆干净了。”为返程后摊牌埋下伏笔。,setup,cmr24zocw01sav16z8wprb5vx,,2026-07-02T07:00:42.579+00:00,2026-07-02T07:00:42.579+00:00
cmr35y9o30c3tv16zw5ps3bfz,cmr35y9no0c3mv16z6m7aivl0,阿条向若若摊牌,见面时间地点已定，伏笔推进到待兑现。,pending_payoff,cmr24zocw01sav16z8wprb5vx,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o30c3uv16zkbqaeilt,cmr35y9no0c3mv16z6m7aivl0,阿条目标转变：从切割到迫使摊牌,阿条完成当面质问，目标兑现。,paid_off,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c3vv16zcbqbrwjv,cmr35y9no0c3mv16z6m7aivl0,阿条向若若发出摊牌消息,若若回应并约定见面，伏笔推进。,pending_payoff,cmr24zocw01sav16z8wprb5vx,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c3wv16zo6w31p1z,cmr35y9no0c3mv16z6m7aivl0,若若主动联系阿条,若若已联系并约定见面，伏笔推进。,pending_payoff,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c3xv16z6eo2toec,cmr35y9no0c3mv16z6m7aivl0,陈默聚会干扰,陈默发来包厢号，干扰伏笔推进。,pending_payoff,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c3yv16zhzxovzb3,cmr35y9no0c3mv16z6m7aivl0,神秘紧急来电,阿力拒绝解释备用手机，悬念延续。,hinted,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c3zv16z2iuhz70t,cmr35y9no0c3mv16z6m7aivl0,阿力真实态度,阿力继续回避，态度更加可疑。,pending_payoff,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c40v16zeiesdgji,cmr35y9no0c3mv16z6m7aivl0,信任危机与隐瞒真相,信任危机进一步加深，真相仍未揭露。,pending_payoff,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c41v16ztmwcm92k,cmr35y9no0c3mv16z6m7aivl0,终将暴露的预感,阿条公开冷漠可能引发同事猜测，暴露预感加深。,hinted,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr35y9o40c42v16zzmw5i74u,cmr35y9no0c3mv16z6m7aivl0,红绳手链移除,阿条不再佩戴红绳，象征情感牵绊终结，为新阶段伏笔。,hinted,cmr24zocy01sbv16zja8tq08e,,2026-07-02T07:08:48.627+00:00,2026-07-02T07:08:48.627+00:00
cmr36aeh80c6zv16z352bm6gv,cmr36aegt0c6sv16zguv4id1c,红绳手链移除,阿条不再佩戴红绳手链，通过李晴之口确认断裂，情感牵绊彻底解除。,paid_off,cmr24zocy01sbv16zja8tq08e,cmr24zod001scv16zh2hhfj2q,2026-07-02T07:18:14.732+00:00,2026-07-02T07:18:14.732+00:00
cmr36aeh80c70v16zgtp3c8cz,cmr36aegt0c6sv16zguv4id1c,阿条等待阿力解释的执念,阿条放弃等待阿力解释，执念通过绝望放弃而终结。,paid_off,cmr24zobt01rqv16zbto61e2r,cmr24zod001scv16zh2hhfj2q,2026-07-02T07:18:14.732+00:00,2026-07-02T07:18:14.732+00:00
cmr36aeh80c71v16zm70kdwaw,cmr36aegt0c6sv16zguv4id1c,信任危机与隐瞒真相,阿力被证实再次撒谎并推卸，信任彻底崩塌，但全部真相尚未揭露。,pending_payoff,cmr24zod001scv16zh2hhfj2q,,2026-07-02T07:18:14.732+00:00,2026-07-02T07:18:14.732+00:00
cmr36aeh80c72v16zp3ktis9i,cmr36aegt0c6sv16zguv4id1c,终将暴露的预感,阿条公开离开公司增加暴露风险，同事开始注意异常。,pending_payoff,cmr24zod001scv16zh2hhfj2q,,2026-07-02T07:18:14.732+00:00,2026-07-02T07:18:14.732+00:00
